flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss,,,,,,,,,,, 
🇷🇸,skylewl,0,1,9:47.407,9:48.024,15 Aug 2023,1025,(V),890221444930485769,09,Yes,https://www.speedrun.com/mc/runs/znv67o7m,9,48,24,588024,617,0.617,587407,1.432950173,465828,1.262319998,,0.5990,2.653619826,32.2819,53.8933,25.6700,10.18091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,0,0,,,0,,,,,,,,
🇨🇦,Aquacorde,0,0,9:48.026,9:48.026,22 Feb 2024,834,(U),9118196624093387626,,,https://www.youtube.com/watch?v=mIFXvcg5exc,9,48,26,588026,0,0,588026,1.432955047,421494,1.395099337,,0.6590,5.242874552,11.5015,17.4523,25.6665,10.18119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,834,0,0,,,0,,,,,,,,
🇭🇰,hackingnoises,0,1,9:38.340,9:48.065,23 Oct 2023,956,(V),-7758362008447828656,06,Yes,https://www.speedrun.com/mc/runs/y4ovn03z,9,48,65,588065,9725,9.725,578340,1.433050085,465828,1.262408013,,0.6200,2.654866446,33.3992,53.8677,25.5977,10.18678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:48.163,9:48.213,27 Aug 2023,1013,(U),unknown,,,https://www.youtube.com/watch?v=z-TqSwvseQM,9,48,213,588213,50,0.05,588163,1.433410745,465828,1.262725727,,0.6026,2.659370779,32.4050,53.7752,25.3378,10.20799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,0,0,,,0,,,,,,,,
🇺🇸,Feinberg,0,0,9:45.144,9:48.285,13 Jun 2025,357,(U),4446857090278773345,,,https://www.youtube.com/watch?v=8_LXKuVw1SU,9,48,285,588285,3141,3.141,585144,1.433586201,410359,1.433586201,,0.8365,6.322095739,8.5813,10.2583,25.2121,10.21833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,0.01056795151,1.084087897,,,0,,,,,,,,
🇿🇦,Airpodsz,0,0,9:48.321,9:48.321,11 Dec 2025,176,(U),5951888916887174113,,,https://www.youtube.com/watch?v=GcwHXzxV3kY&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=19,9,48,321,588321,0,0,588321,1.433673929,410359,1.433673929,,0.9158,6.324761549,9.3815,10.2444,25.1495,10.22350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,0.5797388126,59.39104665,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:47.690,9:48.353,19 Jul 2024,686,(U),-209222904514390450,,,https://www.youtube.com/watch?v=SHAbsCkd9IA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=42,9,48,353,588353,663,0.663,587690,1.43375191,421494,1.395875149,,0.7096,5.262927572,12.2665,17.2855,25.0939,10.22810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,686,0,0,,,0,,,,,,,,
🇺🇸,zylenox,0,0,9:43.663,9:48.405,23 Dec 2022,1260,(U),4650296313107653918,,,https://www.youtube.com/watch?v=c6A7e74XY5g,9,48,405,588405,4742,4.742,583663,1.433878628,495537,1.187408811,,0.5326,1.764071088,39.3364,73.8584,25.0038,10.23558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,0,0,,,0,,,,,,,,
🇸🇪,v_strid,0,0,9:48.473,9:48.473,07 Jun 2024,728,(U),unknown,,,https://www.youtube.com/watch?v=op574QzMvUc,9,48,473,588473,0,0,588473,1.434044337,421494,1.39615985,,0.6949,5.270303269,11.9692,17.2245,24.8863,10.24536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,0,9:48.683,9:48.683,10 Jul 2023,1061,(U),-3758866594075536122,12,Yes,https://www.youtube.com/watch?v=yirO2rZBNk8,9,48,683,588683,0,0,588683,1.434556084,465828,1.263734683,,0.5883,2.673720243,31.4635,53.4811,24.5261,10.27563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061,0,0,,,0,,,,,,,,
🇨🇳,xiamoys,0,1,9:46.458,9:48.732,25 Nov 2023,923,(U),-2621669063246225494,06,Yes,https://www.bilibili.com/video/BV1ww411H7kc/,9,48,732,588732,2274,2.274,586458,1.434675491,465828,1.263839872,,0.6303,2.675220212,33.6918,53.4504,24.4426,10.28271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,0,0,,,0,,,,,,,,
🇺🇸,meebie,0,1,9:47.567,9:48.735,13 Mar 2023,1180,(V),5085481578685051061,12,Yes,https://www.speedrun.com/mc/run/yj8eo2gm,9,48,735,588735,1168,1.168,587567,1.434682802,465828,1.263846312,,0.5543,2.675312071,29.6280,53.4486,24.4375,10.28314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,0,0,,,0,,,,,,,,
🇵🇱,okshey,0,0,9:45.350,9:48.739,09 Jun 2025,361,(U),-7611614719566896812,,,https://www.youtube.com/watch?v=im7AKnGBPGA,9,48,739,588739,3389,3.389,585350,1.43469255,421494,1.396790939,,0.8349,5.286684937,14.2674,17.0898,24.4307,10.28372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0.009053642645,1.547245806,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:48.071,9:48.755,06 Jul 2025,334,(U),unknown,,,https://www.youtube.com/watch?v=G3w8ujqom1I,9,48,755,588755,684,0.684,588071,1.43473154,410359,1.43473154,,0.8462,6.356976493,8.5288,10.0789,24.4035,10.28603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,0.02408971242,2.427975537,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:46.172,9:48.868,04 Nov 2025,213,(U),unknown,,,https://www.youtube.com/watch?v=nWG0IBAK484,9,48,868,588868,2696,2.696,586172,1.435006909,410359,1.435006909,,0.8990,6.365387665,9.0222,10.0361,24.2121,10.30236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,213,0.3804655289,38.18377388,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:48.787,9:49.039,08 Dec 2025,179,(U),unknown,,,https://www.youtube.com/watch?v=nuRVx79nIxg&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=155,9,49,39,589039,252,0.252,588787,1.435423617,410359,1.435423617,,0.9144,6.378134504,9.1178,9.9715,23.9247,10.32713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0.5635304555,56.19236107,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:49.051,9:49.051,07 Sep 2024,636,(U),-5901488670443987544,,,https://www.youtube.com/watch?v=QTUOtzq4PCM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=65,9,49,51,589051,0,0,589051,1.43545286,421494,1.397531163,,0.7276,5.305956202,12.3201,16.9324,23.9046,10.32887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,636,0,0.000000001137842176,,,0,,,,,,,,
🇫🇮,sadekeppi,0,0,9:49.103,9:49.103,22 Nov 2025,195,(U),unknown,,,https://www.youtube.com/watch?v=qKrWvNJtuGc,9,49,103,589103,0,0,589103,1.435579578,410359,1.435579578,,0.9071,6.382910964,9.0233,9.9474,23.8178,10.33641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,0.4764047362,47.38981105,,,0,,,,,,,,
🇺🇸,pizu,0,1,9:44.325,9:49.133,16 Aug 2023,1024,(V),8008279034697202098,??,Yes,https://www.speedrun.com/mc/runs/m3q86pqy,9,49,133,589133,4808,4.808,584325,1.435652685,465828,1.264700705,,0.5993,2.687523656,31.8821,53.1992,23.7678,10.34076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,0,,,0,,,,,,,,
🇸🇪,v_strid,0,0,9:40.786,9:49.292,24 Feb 2025,466,(U),unknown,,,https://www.youtube.com/watch?v=i9cjYiXJH1s,9,49,292,589292,8506,8.506,580786,1.43604015,421494,1.398102939,,0.7922,5.320884001,13.3172,16.8114,23.5043,10.36387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,kazzruns,0,1,9:47.765,9:49.408,21 Oct 2024,592,(V),-5518127791753338364,,,https://www.speedrun.com/mc/runs/y6ejg9jz,9,49,408,589408,1643,1.643,587765,1.43632283,421494,1.39837815,,0.7438,5.328082236,12.4609,16.7533,23.3134,10.38075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,0.0000000009760875799,0.0000001635267425,,,0,,,,,,,,
🇸🇪,Crookst,0,0,9:49.408,9:49.408,24 May 2022,1473,(U),unknown,06,Yes,https://www.youtube.com/watch?v=uV8TKcBR9fY,9,49,408,589408,0,0,589408,1.43632283,548820,1.073955031,,0.4788,0.9238965447,44.8244,93.6207,23.3134,10.38075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,0,0,,,0,,,,,,,,
🇹🇿,Kxpow,0,0,9:40.156,9:49.436,30 Jul 2023,1041,(U),-5875652353814320049,08,Yes,https://www.youtube.com/watch?v=c4mVL3Qoois,9,49,436,589436,9280,9.28,580156,1.436391062,465828,1.26535116,,0.5942,2.696853659,31.4993,53.0093,23.2675,10.38483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,0,0,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:48.125,9:49.511,22 Jan 2023,1230,(U),-5847241643383056057,,,https://www.youtube.com/watch?v=svPe9bvWOZs,9,49,511,589511,1386,1.386,588125,1.436573829,495537,1.189640733,,0.5406,1.78609013,39.6469,73.3332,23.1450,10.39576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1230,0,0,,,0,,,,,,,,
🇫🇮,sadekeppi,0,0,9:49.523,9:49.523,03 Jan 2026,153,(U),unknown,,,https://www.youtube.com/watch?v=DuhuMBSklKw,9,49,523,589523,0,0,589523,1.436603072,410359,1.436603072,,0.9264,6.414333845,9.0691,9.7901,23.1254,10.39751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,0.6989628399,68.42950292,,,0,,,,,,,,
🇺🇸,zylenox,0,0,9:46.820,9:49.532,02 Jul 2023,1069,(U),8044565015290039310,15,Yes,https://www.youtube.com/watch?v=sDcIlMtOOmE,9,49,532,589532,2712,2.712,586820,1.436625004,465828,1.265557244,,0.5860,2.699815708,31.0261,52.9490,23.1107,10.39882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1069,0,0,,,0,,,,,,,,
🇵🇱,okshey,0,0,9:44.226,9:49.660,16 Apr 2025,415,(U),-1149895041785241433,,,https://www.youtube.com/watch?v=FwZbmFXsgSw,9,49,660,589660,5434,5.434,584226,1.436936926,421494,1.398976023,,0.8126,5.343749099,13.5117,16.6275,22.9029,10.41751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,0.0007869565663,0.1308510637,,,0,,,,,,,,
🇨🇦,Specnr,0,1,9:46.156,9:49.681,27 Dec 2022,1256,(V),7237098484174827022,18,Yes,https://www.speedrun.com/mc/run/y8020ewm,9,49,681,589681,3525,3.525,586156,1.436988101,495537,1.189983795,,0.5337,1.789496655,39.0915,73.2520,22.8690,10.42058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,0,0,,,0,,,,,,,,
🇧🇪,boyenn,0,0,9:49.577,9:49.697,09 Mar 2025,453,(U),unknown,,,https://www.youtube.com/watch?v=V12SrHOwNBQ,9,49,697,589697,120,0.12,589577,1.437027091,421494,1.399063806,,0.7973,5.346052777,13.2427,16.6091,22.8432,10.42292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,453,0.00009179362566,0.0152460534,,,0,,,,,,,,
🇺🇸,zylenox,0,0,9:39.888,9:49.703,07 May 2024,759,(U),unknown,,,https://www.youtube.com/watch?v=NfuxXQCM1gk,9,49,703,589703,9815,9.815,579888,1.437041712,421494,1.399078041,,0.6842,5.346426428,11.3619,16.6061,22.8335,10.42379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:49.773,9:49.773,18 Nov 2024,564,(U),8995165694867144478,,,https://www.youtube.com/watch?v=OrzWR9MX7RQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=96,9,49,773,589773,0,0,589773,1.437212295,421494,1.399244117,,0.7543,5.350787377,12.4992,16.5712,22.7207,10.43403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,564,0.00000001616181623,0.000002678213044,,,0,,,,,,,,
🇺🇸,Semperz,0,1,9:46.795,9:49.877,16 Jan 2023,1236,(V),-9130200200703997782,08,Yes,https://www.speedrun.com/mc/run/mro1w68m,9,49,877,589877,3082,3.082,586795,1.437465731,495537,1.190379326,,0.5390,1.793431498,39.4339,73.1583,22.5540,10.44926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,0,0,,,0,,,,,,,,
🇵🇱,watermelon1708,0,0,9:49.338,9:49.896,15 Aug 2025,294,(U),unknown,,,https://www.youtube.com/watch?v=N1MKoW8JtrU,9,49,896,589896,558,0.558,589338,1.437512032,410359,1.437512032,,0.8633,6.442353197,8.3324,9.6519,22.5236,10.45204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,294,0.07877036748,7.602807507,,,0,,,,,,,,
🇭🇰,hackingnoises,0,0,9:43.081,9:49.943,16 Aug 2023,1024,(U),-7758362008447828656,06,Yes,https://www.youtube.com/watch?v=zcw53uYt37o,9,49,943,589943,6862,6.862,583081,1.437626566,465828,1.266439544,,0.5993,2.712529745,31.5775,52.6910,22.4487,10.45893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:49.969,9:50.065,13 Nov 2024,569,(U),4962570127198828524,,,https://www.youtube.com/watch?v=6eV5G75VplI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=93,9,50,65,590065,96,0.096,589969,1.437923867,421494,1.399936891,,0.7524,5.369012294,12.3591,16.4264,22.2550,10.47683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,569,0.00000000998680715,0.000001640470991,,,0,,,,,,,,
🇦🇺,Erikfzf,0,1,9:47.896,9:50.075,19 Apr 2023,1143,(V),-3556903538673690675,09,Yes,https://www.speedrun.com/mc/run/y2jlp8wz,9,50,75,590075,2179,2.179,587896,1.437948236,465828,1.266722911,,0.5647,2.716624375,29.7066,52.6081,22.2392,10.47830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,0,0,,,0,,,,,,,,
🇵🇱,okshey,0,0,9:50.421,9:50.421,15 Nov 2025,202,(U),unknown,,,https://www.youtube.com/watch?v=3ag6jYLEATw,9,50,421,590421,0,0,590421,1.4387914,410359,1.4387914,,0.9039,6.481971151,8.5506,9.4594,21.6973,10.52922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,0.4385678268,41.48579072,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:49.649,9:50.424,12 Sep 2023,997,(U),-1655592444366996481,,,https://www.youtube.com/watch?v=FBTXjli9DBQ,9,50,424,590424,775,0.775,589649,1.43879871,465828,1.267472114,,0.6074,2.727476838,31.8231,52.3887,21.6926,10.52966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,997,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:50.463,9:50.463,20 Aug 2023,1020,(U),unknown,,,https://www.youtube.com/watch?v=48-PM4b2mhk,9,50,463,590463,0,0,590463,1.438893749,465828,1.267555836,,0.6005,2.728691971,31.4445,52.3642,21.6322,10.53542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1020,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:49.721,9:50.491,21 Jun 2024,714,(U),-6497843382079027047,,,https://www.youtube.com/watch?v=F8E2ivfO0zk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=37,9,50,491,590491,770,0.77,589721,1.438961982,421494,1.400947582,,0.6998,5.39569794,11.3477,16.2163,21.5889,10.53955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,714,0,0,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:39.067,9:50.542,28 Oct 2023,951,(U),9080996345703823922,,,https://www.youtube.com/watch?v=_V6MkKldJvY,9,50,542,590542,11475,11.475,579067,1.439086263,465828,1.267725427,,0.6216,2.731154869,32.5174,52.3145,21.5102,10.54708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,951,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:50.665,9:50.665,23 Sep 2024,620,(U),2493200409668593062,,,https://www.youtube.com/watch?v=EEEQo8N6gQU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=72,9,50,665,590665,0,0,590665,1.439386001,421494,1.401360399,,0.7334,5.406630986,11.8312,16.1309,21.3214,10.56527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,620,0,0.000000007197895919,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:43.048,9:50.671,06 Jun 2023,1095,(U),5486779662085254088,,,https://www.youtube.com/watch?v=GNfBvK-DdeI,9,50,671,590671,7623,7.623,583048,1.439400622,465828,1.268002353,,0.5784,2.735180815,30.2115,52.2334,21.3122,10.56615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,0,0,,,0,,,,,,,,
🇨🇦,Aquacorde,0,0,9:50.705,9:50.705,28 May 2025,373,(U),1875131557642639498,,,https://www.youtube.com/watch?v=WHI4EIF361I,9,50,705,590705,0,0,590705,1.439483477,421494,1.401455299,,0.8299,5.409147063,13.3701,16.1113,21.2602,10.57118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,373,0.00557472829,0.8981626365,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:48.924,9:50.706,14 Apr 2024,782,(U),unknown,,,https://www.youtube.com/watch?v=sr2kZbeK9UA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=15,9,50,706,590706,1782,1.782,588924,1.439485914,421494,1.401457672,,0.6764,5.409209978,10.8970,16.1108,21.2587,10.57133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,782,0,0,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:49.586,9:50.726,23 Jan 2024,864,(U),-584548052417778455,,,https://www.youtube.com/watch?v=ql5yaRF0gCE,9,50,726,590726,1140,1.14,589586,1.439534651,421494,1.401505122,,0.6492,5.410468412,10.4529,16.1010,21.2282,10.57429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,864,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:50.792,9:50.792,07 Nov 2024,575,(U),7554489611952099407,,,https://www.youtube.com/watch?v=6-ETpuXoEEk&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=91,9,50,792,590792,0,0,590792,1.439695486,421494,1.401661708,,0.7501,5.414623061,12.0538,16.0688,21.1277,10.58407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,575,0.000000005541849761,0.000000890506403,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:50.666,9:50.833,12 Aug 2025,297,(U),unknown,,,https://www.youtube.com/watch?v=a9jbQgG4J-I,9,50,833,590833,167,0.167,590666,1.439795399,410359,1.439795399,,0.8620,6.513210182,8.0253,9.3101,21.0655,10.59015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,0.07281689329,6.779316116,,,0,,,,,,,,
🇮🇹,drip120,0,1,9:50.878,9:50.878,04 Oct 2023,975,(V),-1789423009707373733,,Yes,https://www.speedrun.com/mc/runs/y6q50l6z,9,50,878,590878,0,0,590878,1.439905059,465828,1.268446723,,0.6142,2.741652089,31.9996,52.1031,20.9974,10.59682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,975,0,0,,,0,,,,,,,,
🇨🇦,bluescaled,0,1,9:50.982,9:50.982,20 Sep 2023,989,(V),924997636585373701,12,Yes,https://www.speedrun.com/mc/runs/z5k12xdz,9,50,982,590982,0,0,590982,1.440158495,465828,1.268669981,,0.6099,2.744908495,31.7365,52.0376,20.8406,10.61226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:48.795,9:51.150,17 Jun 2025,353,(U),unknown,,,https://www.youtube.com/watch?v=EZF1Z0DG-74,9,51,150,591150,2355,2.355,588795,1.440567893,410359,1.440567893,,0.8382,6.537335172,7.7083,9.1963,20.5892,10.63723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,353,0.0122933391,1.130529046,,,0,,,,,,,,
