flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss,,,,,,,,,,, 
🇳🇴,skycrab1,0,0,9:51.158,9:51.158,08 Dec 2025,179,(U),unknown,,,https://www.youtube.com/watch?v=fKGyoMdXDzc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=156,9,51,158,591158,0,0,591158,1.440587388,410359,1.440587388,,0.9144,6.537945009,8.4063,9.1934,20.5773,10.63843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,179,0.5635304555,51.80768075,,,0,,,,,,,,
🇺🇸,Dylqn,0,1,9:54.988,9:51.164,01 Aug 2022,1404,(V),-7315821799138863380,,,https://www.speedrun.com/mc/runs/yod43rjm,9,51,164,591164,-3824,-3.824,594988,1.440602009,517884,1.141498868,,0.4956,1.362694828,41.3813,83.4985,20.5684,10.63932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1404,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:50.489,9:51.181,20 Mar 2026,77,(U),unknown,,,https://www.youtube.com/watch?v=_SXbQSqj37s&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=173,9,51,181,591181,692,0.692,590489,1.440643437,410359,1.440643437,,0.9622,6.539698568,8.8383,9.1852,20.5431,10.64185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0.9553731326,87.7528591,,,0,,,,,,,,
🇨🇦,sockmonkey747,0,1,9:45.214,9:51.192,22 Sep 2022,1352,(V),-7834893168215751805,09,Yes,https://www.speedrun.com/mc/run/yl16p3xm,9,51,192,591192,5978,5.978,585214,1.440670242,517884,1.141552935,,0.5086,1.363113533,42.4662,83.4884,20.5267,10.64349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:51.202,9:51.202,09 Oct 2024,604,(U),6786942152196432309,,,https://www.youtube.com/watch?v=qIX6RDLk3Fw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=79,9,51,202,591202,0,0,591202,1.440694611,421494,1.402634438,,0.7393,5.440494706,11.7325,15.8690,20.5119,10.64498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,604,0.0000000002693831501,0.00000004274838035,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:51.237,9:51.237,04 Sep 2024,639,(U),-5564102044404778436,,,https://www.youtube.com/watch?v=J6913JzSFoI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=63,9,51,237,591237,0,0,591237,1.440779902,421494,1.402717476,,0.7265,5.442708253,11.5167,15.8520,20.4600,10.65019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,639,0,0.000000000738920193,,,0,,,,,,,,
🇮🇹,drip120,0,0,9:49.755,9:51.238,17 Dec 2025,170,(U),unknown,,,https://www.youtube.com/watch?v=wz6HL9sHv3A,9,51,238,591238,1483,1.483,589755,1.440782339,410359,1.440782339,,0.9185,6.544046108,8.4180,9.1648,20.4585,10.65034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,170,0.6118304973,56.07328934,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:51.066,9:51.257,09 Jun 2025,361,(U),unknown,,,https://www.youtube.com/watch?v=v8YGkPkyD8w,9,51,257,591257,191,0.191,591066,1.44082864,421494,1.402764927,,0.8349,5.44397349,13.2260,15.8423,20.4303,10.65317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,0.009053642645,1.434304816,,,0,,,,,,,,
🇫🇮,megelimc,0,0,9:47.731,9:51.467,01 Jan 2024,886,(U),unknown,??,Yes,https://www.youtube.com/watch?v=ZnJ9vJWKmrI,9,51,467,591467,3736,3.736,587731,1.441340387,446254,1.325404366,,0.6421,3.692599314,22.6894,35.3359,20.1214,10.68451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886,0,0,,,0,,,,,,,,
🇸🇪,v_strid,0,0,9:51.570,9:51.570,03 Feb 2025,487,(U),unknown,,,https://www.youtube.com/watch?v=yfW9c75NRgA,9,51,570,591570,0,0,591570,1.441591387,421494,1.403507523,,0.7839,5.46380794,12.2997,15.6909,19.9711,10.69991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇷,AstraF,0,0,9:51.720,9:51.720,27 Oct 2023,952,(U),-337439981175768477,01,Yes,https://www.youtube.com/watch?v=2BIv_Ia0X00,9,51,720,591720,0,0,591720,1.441956921,465828,1.270254257,,0.6213,2.768115448,32.0401,51.5726,19.7540,10.72237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0,0,,,0,,,,,,,,
🇷🇺,aleen,0,0,9:51.372,9:51.955,13 Jun 2023,1088,(U),527896806905356617,04,Yes,https://www.youtube.com/watch?v=T3tdEJDfjbA,9,51,955,591955,583,0.583,591372,1.44252959,465828,1.270758735,,0.5804,2.775541736,29.8478,51.4243,19.4174,10.75765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,0,0,,,0,,,,,,,,
🇬🇧,priffie,0,1,9:52.129,9:52.129,06 Apr 2023,1156,(V),-6774371518579710751,12,Yes,https://www.speedrun.com/mc/run/y4g4q23y,9,52,129,592129,0,0,592129,1.442953609,465828,1.271132263,,0.5610,2.781051757,28.7884,51.3145,19.1712,10.78384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1156,0,0,,,0,,,,,,,,
🇩🇰,Bloopy,0,0,9:51.888,9:52.213,01 Dec 2024,551,(U),-585511820718115060,,,https://www.youtube.com/watch?v=NZGdtGg7EMI,9,52,213,592213,325,0.325,591888,1.443158308,421494,1.405033049,,0.7592,5.504752151,11.6782,15.3823,19.0531,10.79650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,551,0.00000005431773239,0.00000835533435,,,0,,,,,,,,
🇿🇦,Airpodsz,0,0,9:52.329,9:52.329,18 Feb 2026,107,(U),-865004664165552620,,,https://www.youtube.com/watch?v=jvUCdetNvWc&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=35,9,52,329,592329,0,0,592329,1.443440987,410359,1.443440987,,0.9479,6.627745829,8.3236,8.7810,18.8911,10.81401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0.8847021007,77.68564605,,,0,,,,,,,,
🇧🇪,boyenn,0,0,9:52.329,9:52.329,02 May 2025,399,(U),unknown,,,https://www.youtube.com/watch?v=d_SBrMIiMm4,9,52,329,592329,0,0,592329,1.443440987,421494,1.405308261,,0.8191,5.512167115,12.5550,15.3270,18.8911,10.81401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,399,0.001743048129,0.2671576593,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:47.627,9:52.339,30 Mar 2025,432,(U),unknown,,,https://www.youtube.com/watch?v=qhwp9ohvjNc,9,52,339,592339,4712,4.712,587627,1.443465356,421494,1.405331986,,0.8057,5.512806744,12.3457,15.3223,18.8772,10.81552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,432,0.0003152461487,0.04830288845,,,0,,,,,,,,
🇸🇪,PAPLERR,0,0,9:50.806,9:52.473,12 Oct 2024,601,(U),unknown,,,https://www.youtube.com/watch?v=5MVwaZKykSA,9,52,473,592473,1667,1.667,590806,1.443791899,421494,1.405649902,,0.7404,5.521384028,11.2982,15.2586,18.6915,10.83578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,0.0000000003734712458,0.00000005698631094,,,0,,,,,,,,
🇫🇮,sadekeppi,0,0,9:52.481,9:52.481,18 Feb 2026,107,(U),unknown,,,https://www.youtube.com/watch?v=2Lpf6uTKLWQ,9,52,481,592481,0,0,592481,1.443811394,410359,1.443811394,,0.9479,6.639480644,8.2737,8.7284,18.6804,10.83699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0.8847021007,77.22010972,,,0,,,,,,,,
🇦🇺,retropog,0,1,9:52.143,9:52.559,14 Mar 2023,1179,(V),-5536233051706105500,01,Yes,https://www.speedrun.com/mc/run/mro0xldm,9,52,559,592559,416,0.416,592143,1.444001472,465828,1.272055351,,0.5546,2.794710214,28.3087,51.0430,18.5731,10.84879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:50.254,9:52.607,29 Aug 2025,280,(U),unknown,,,https://www.youtube.com/watch?v=1CSaPJ3zD9E,9,52,607,592607,2353,2.353,590254,1.444118443,410359,1.444118443,,0.8694,6.649221889,7.5503,8.6849,18.5072,10.85607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,280,0.111336292,9.669460122,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:52.674,9:52.674,14 Jul 2023,1057,(U),3311070428506478041,,,https://www.youtube.com/watch?v=0xG_Me1Rz5g,9,52,674,592674,0,0,592674,1.444281714,465828,1.272302223,,0.5895,2.798373149,30.0464,50.9703,18.4156,10.86623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:51.200,9:52.693,27 Nov 2024,555,(U),unknown,,,https://www.youtube.com/watch?v=fOaCQDFWOJY&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=14,9,52,693,592693,1493,1.493,591200,1.444328015,421494,1.406171855,,0.7577,5.535491401,11.4820,15.1543,18.3897,10.86911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,555,0.00000003763288755,0.000005702985214,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:51.787,9:52.736,08 Feb 2025,482,(U),unknown,,,https://www.youtube.com/watch?v=3nU_mEfgpK0,9,52,736,592736,949,0.949,591787,1.444432802,421494,1.406273873,,0.7858,5.538252425,11.8929,15.1339,18.3312,10.87563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482,0.00001370134164,0.002073550263,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:52.350,9:52.741,04 Nov 2025,213,(U),unknown,,,https://www.youtube.com/watch?v=OHpcSW2oLMw,9,52,741,592741,391,0.391,592350,1.444444986,410359,1.444444986,,0.8990,6.659595272,7.7661,8.6389,18.3244,10.87639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,213,0.3804655289,32.86784668,,,0,,,,,,,,
🇨🇳,pluginL,0,1,9:50.137,9:52.818,24 Aug 2022,1381,(V),656442864665422707,09,Yes,https://www.speedrun.com/mc/run/mrr1172m,9,52,818,592818,2681,2.681,590137,1.444632627,517884,1.144692634,,0.5013,1.387633364,41.5605,82.9013,18.2200,10.88809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1381,0,0,,,0,,,,,,,,
🇺🇸,zylenox,0,1,9:50.003,9:52.982,01 Oct 2022,1343,(X),7341342396448378050,06,Yes,https://www.speedrun.com/mc/run/zgqlvxey,9,52,982,592982,2979,2.979,590003,1.445032277,517884,1.145009307,,0.5109,1.390128954,42.3272,82.8415,17.9991,10.91303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,0,0,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:51.477,9:53.013,04 Jul 2025,336,(U),unknown,,,https://www.youtube.com/watch?v=CjilClmnXOo,9,53,13,593013,1536,1.536,591477,1.44510782,410359,1.44510782,,0.8454,6.680695004,7.2243,8.5458,17.9576,10.91775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,0.02252103314,1.924613378,,,0,,,,,,,,
🇨🇦,Mynski,0,0,9:50.933,9:53.151,01 Jul 2023,1069.333333,(U),unknown,??,Yes,https://www.youtube.com/watch?v=cXPQARw8DO8,9,53,151,593151,2218,2.218,590933,1.445444111,465828,1.273326206,,0.5859,2.813611967,29.6850,50.6688,17.7737,10.93879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.333333,0,0,,,0,,,,,,,,
🇸🇪,v_strid,0,0,9:53.228,9:53.228,24 Feb 2024,832,(U),unknown,,,https://www.youtube.com/watch?v=M7vo-rJIJjU,9,53,228,593228,0,0,593228,1.445631752,421494,1.40744115,,0.6597,5.569929334,9.8308,14.9023,17.6718,10.95055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:52.194,9:53.340,22 Sep 2024,621,(U),-9213133469295055645,,,https://www.youtube.com/watch?v=WlkQTuuVfUg,9,53,340,593340,1146,1.146,592194,1.445904683,421494,1.407706871,,0.7331,5.577162395,10.8862,14.8499,17.5244,10.96766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,621,0,0.00000000590345127,,,0,,,,,,,,
🇬🇧,priffie,0,0,9:56.852,9:58.362,12 May 2024,754,(U),unknown,,,https://www.youtube.com/watch?v=9gVNq-W0_m8,9,58,362,598362,1510,1.51,596852,1.458142748,421494,1.419621632,,0.6859,5.910028499,8.6482,12.6083,11.8496,11.76005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,0,0,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,1,9:53.628,9:53.628,09 Mar 2022,1549,(V),-4620186726931781022,,,https://www.speedrun.com/mc/runs/yvq5e58m,9,53,628,593628,0,0,593628,1.446606508,548820,1.081644255,,0.4609,0.9660862418,42.7278,92.6982,17.1496,11.01179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549,0,0,,,0,,,,,,,,
🇰🇷,temp_gd,0,1,9:49.097,9:53.643,28 Dec 2023,890,(V),6992561561030864143,12,Yes,https://www.speedrun.com/mc/run/ywnx46ny,9,53,643,593643,4546,4.546,589097,1.446643061,446254,1.330280513,,0.6408,3.786146646,21.7506,33.9416,17.1303,11.01409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:52.003,9:53.778,08 Aug 2024,666,(U),-7456900742999053389,,,https://www.youtube.com/watch?v=nJT3-TIU4ak&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=49,9,53,778,593778,1775,1.775,592003,1.446972042,421494,1.408746032,,0.7168,5.605527608,10.4977,14.6458,16.9570,11.03483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,666,0,0,,,0,,,,,,,,
🇵🇱,DoWiii,0,1,9:49.255,9:53.787,01 Aug 2023,1039,(X),4890156782028618335,08,Yes,https://www.speedrun.com/mc/runs/m3qw49dy,9,53,787,593787,4532,4.532,589255,1.446993974,465828,1.274691517,,0.5948,2.834045096,29.8993,50.2663,16.9455,11.03622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1039,0,0,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:51.947,9:53.877,28 May 2025,373,(U),unknown,,,https://www.youtube.com/watch?v=f7zANgiWh0A,9,53,877,593877,1930,1.93,591947,1.447213294,421494,1.408980911,,0.8299,5.611956339,12.1159,14.5999,16.8308,11.05007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373,0.00557472829,0.8139069056,,,0,,,,,,,,
🇮🇹,Tiger,0,1,9:52.512,9:53.934,09 Jan 2024,878,(U),-3526546892064748908,09,Yes,https://www.youtube.com/watch?v=WxdVXejncoc,9,53,934,593934,1422,1.422,592512,1.447352196,421494,1.409116144,,0.6447,5.615660648,9.3953,14.5736,16.7585,11.05884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,0,0,,,0,,,,,,,,
🇺🇸,zylenox,0,0,9:52.464,9:53.967,08 Jun 2023,1093,(U),unknown,15,Yes,https://www.youtube.com/watch?v=tgOPJWqSS2A,9,53,967,593967,1503,1.503,592464,1.447432614,465828,1.275077926,,0.5790,2.839851945,29.0368,50.1524,16.7167,11.06393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,0,0,,,0,,,,,,,,
🇺🇸,Reignex,0,0,9:54.301,9:54.301,27 Oct 2023,952,(U),Unknown,12,Yes,https://www.youtube.com/watch?v=NT6B08BXV4c,9,54,301,594301,0,0,594301,1.448246535,465828,1.275794929,,0.6213,2.850654886,31.0264,49.9408,16.2987,11.11552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0,0,,,0,,,,,,,,
🇸🇰,NoFear1337,0,0,9:54.420,9:54.420,03 Jul 2024,702,(U),unknown,,,https://www.youtube.com/watch?v=wLSjADbTw0g&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=11,9,54,420,594420,0,0,594420,1.448536525,421494,1.410269185,,0.7040,5.647331513,10.1019,14.3497,16.1518,11.13395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,702,0,0,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:48.840,9:54.481,30 Nov 2023,918,(U),984680660246125124,,,https://www.youtube.com/watch?v=o4MQAI-5dNk,9,54,481,594481,5641,5.641,588840,1.448685176,465828,1.276181337,,0.6319,2.856491955,31.4863,49.8267,16.0769,11.14341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,918,0,0,,,0,,,,,,,,
🇿🇦,Airpodsz,0,0,9:54.544,9:54.544,25 Mar 2026,72,(U),-9029504240721945909,,,https://www.youtube.com/watch?v=YG0SUvGeG7Q&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=42,9,54,544,594544,0,0,594544,1.4488387,410359,1.4488387,,0.9646,6.800547177,7.7507,8.0348,15.9998,11.15318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0.9633631842,77.40440586,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:53.575,9:54.586,23 May 2024,743,(U),891404935747886516,,,https://www.youtube.com/watch?v=Jej0PF9SsMc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=22,9,54,586,594586,1011,1.011,593575,1.448941049,421494,1.410663022,,0.6897,5.658184785,9.8445,14.2737,15.9486,11.15970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,743,0,0,,,0,,,,,,,,
🇺🇸,Reignex,0,0,9:54.710,9:54.710,13 Aug 2023,1027,(U),Unknown,12,Yes,https://www.youtube.com/watch?v=NT6B08BXV4c,9,54,710,594710,0,0,594710,1.449243224,465828,1.276672935,,0.5984,2.863933347,29.7293,49.6815,15.7981,11.17898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,0,0,,,0,,,,,,,,
🇺🇸,doogile,0,0,9:53.274,9:54.737,30 Apr 2023,1132,(U),8647590348212055728,,,https://www.youtube.com/watch?v=LCDb8vZEG8M,9,54,737,594737,1463,1.463,593274,1.44930902,465828,1.276730896,,0.5678,2.86481185,28.1991,49.6644,15.7655,11.18318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,1,9:48.928,9:54.790,17 Aug 2023,1023,(V),4841977551772325086,,,https://www.speedrun.com/mc/runs/zx3pxk8z,9,54,790,594790,5862,5.862,588928,1.449438175,465828,1.276844672,,0.5996,2.866537015,29.7584,49.6308,15.7016,11.19143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,0,0,,,0,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:52.821,9:54.803,26 May 2025,375,(U),unknown,,,https://www.youtube.com/watch?v=26-ceURSKcg,9,54,803,594803,1982,1.982,592821,1.449469854,421494,1.411177858,,0.8290,5.672399941,11.7512,14.1747,15.6860,11.19345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,0.005125959766,0.7265870671,,,0,,,,,,,,
🇺🇸,Feinberg,0,0,9:54.890,9:54.890,03 Apr 2023,1159,(U),Unknown,15,Yes,https://www.youtube.com/watch?v=o4EgXKKjRmg,9,54,890,594890,0,0,594890,1.449681864,465828,1.277059344,,0.5602,2.869794556,27.7666,49.5674,15.5817,11.20701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1159,0,0,,,0,,,,,,,,
🇺🇸,Feinberg,0,0,9:50.556,9:55.093,28 May 2024,738,(U),330307922541256134,,,https://www.youtube.com/watch?v=9kp1QTbxTGM,9,55,93,595093,4537,4.537,590556,1.450176553,421494,1.411865887,,0.6914,5.691445794,9.7097,14.0430,15.3405,11.23870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738,0,0,,,0,,,,,,,,
🇳🇴,skycrab1,0,0,9:51.595,9:55.093,04 Nov 2023,944,(U),unknown,,,https://www.youtube.com/watch?v=6XR2MBsNb6k&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=3,9,55,93,595093,3498,3.498,591595,1.450176553,465828,1.277495127,,0.6238,2.876417477,30.8375,49.4386,15.3405,11.23870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,944,0,0,,,0,,,,,,,,
