flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,blank,blank2,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss 
🇹🇿,Kxpow,0,0,9:36.126,9:40.897,01 Dec 2023,914,(U),259107068981043696,09,Yes,https://www.youtube.com/watch?v=QfrFgDFKD5w,9,40,897,580897,,,410359,1.415582453,465828,1.247020359,-0.0005,0.6332,2.44468666,36.9102,58.2934,40.7986,9.20497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,914,0,0,
🇳🇴,skycrab1,0,0,9:40.016,9:40.947,25 Jan 2024,859,(U),unknown,,,https://www.youtube.com/watch?v=BfPtmmhAcv8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=7,9,40,947,580947,,,410359,1.415704298,421494,1.378304317,-0.0005,0.6508,4.824826009,13.8406,21.2659,40.6737,9.21152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,859,0,0,
🇳🇴,skycrab1,0,0,9:40.952,9:40.952,17 Oct 2024,593,(U),-6693970200234515187,,,https://www.youtube.com/watch?v=KoyMQIZpl2M&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=84,9,40,952,580952,,,410359,1.415716482,421494,1.37831618,-0.0005,0.7434,4.825110671,15.8073,21.2631,40.6612,9.21217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,593,0.0000000008785171382,0.0000001867998805,
🇵🇱,watermelon1708,0,0,9:40.214,9:40.974,10 Nov 2025,204,(U),unknown,,,https://www.youtube.com/watch?v=BRWCw1TJJ8I,9,40,974,580974,,,410359,1.415770094,410359,1.415770094,-0.0005,0.9030,5.800581305,12.0187,13.3093,40.6063,9.21506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,204,0.4278569364,56.94465229,
🇸🇰,NoFear1337,0,0,9:41.386,9:41.386,29 Jul 2025,308,(U),unknown,,,https://www.youtube.com/watch?v=IPeeYl5K1dw,9,41,386,581386,,,410359,1.416774093,410359,1.416774093,-0.0005,0.8573,5.828939708,11.2511,13.1244,39.5885,9.26917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,308,0.05383609102,7.065638342,
🇳🇴,skycrab1,0,0,9:40.139,9:41.483,30 Apr 2024,763,(U),unknown,,,https://www.youtube.com/watch?v=eg2ekkY0cNE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=17,9,41,483,581483,,,410359,1.417010471,421494,1.379575984,-0.0005,0.6828,4.855425514,14.3150,20.9641,39.3516,9.28195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,763,0,0,
🇦🇺,jojoe77777,0,1,9:39.300,9:41.498,05 Nov 2022,1304.833333,(V),2255857141275608054,15,Yes,https://www.speedrun.com/mc/run/z0l2kr4z,9,41,498,581498,,,410359,1.417047025,517884,1.122834457,-0.0005,0.5208,1.225071506,45.1875,86.7680,39.3151,9.28393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,9:40.320,9:41.714,09 Aug 2024,662,(U),unknown,,,https://www.youtube.com/watch?v=iyKmNd3j2Fc,9,41,714,581714,,,410359,1.417573393,421494,1.380124035,-0.0005,0.7182,4.868665271,14.9635,20.8346,38.7917,9.31245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,1,9:39.980,9:41.717,09 Sep 2024,631,(V),-8310562937047784479,,,https://www.speedrun.com/mc/runs/y2wjvj9y,9,41,717,581717,,,410359,1.417580704,421494,1.380131153,-0.0005,0.7294,4.868837423,15.1960,20.8329,38.7845,9.31285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,0,0.000000002555958037,
🇳🇴,skycrab1,0,0,9:41.890,9:41.890,31 Jan 2025,487,(U),3885342470278498728,,,https://www.youtube.com/watch?v=UnIxyUgilX4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=111,9,41,890,581890,,,410359,1.418002286,421494,1.380541597,-0.0005,0.7839,4.878773899,16.2547,20.7362,38.3691,9.33575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,487,0.000009634787609,0.001997893413,
🇿🇦,Airpodsz,0,1,9:33.100,9:41.925,01 Mar 2025,458,(U),-3371920592229005214,,,https://www.youtube.com/watch?v=mLH7Nj2vjNo&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi,9,41,925,581925,,,410359,1.418087577,421494,1.380624635,-0.0005,0.7953,4.880786326,16.4766,20.7167,38.2854,9.34039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,PolishedAqua,0,1,9:39.321,9:42.034,21 Sep 2023,985,(U),979111991370166301,16,Yes,https://www.youtube.com/watch?v=s3Oi91oPL5k,9,42,34,582034,,,410359,1.418353198,465828,1.249461175,-0.0005,0.6111,2.477000991,35.1988,57.5994,38.0258,9.35486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇷,Launey,0,1,9:40.641,9:42.307,13 Dec 2023,902,(V),-5104865867818754932,15,Yes,https://www.speedrun.com/mc/runs/z1kl44gy,9,42,307,582307,,,410359,1.419018469,446254,1.304877939,-0.0005,0.6370,3.320766399,26.3240,41.3256,37.3814,9.39117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,9:42.316,9:42.316,19 Mar 2026,75,(U),unknown,,,https://www.youtube.com/watch?v=nPvbjR72aFs,9,42,316,582316,,,410359,1.419040401,410359,1.419040401,-0.0005,0.9632,5.893397489,12.2447,12.7126,37.3602,9.39236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:41.631,9:42.343,21 Aug 2024,650,(U),2108680863366446173,,,https://www.youtube.com/watch?v=c-yAb9s6b5Y&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=58,9,42,343,582343,,,410359,1.419106197,421494,1.381616346,-0.0005,0.7225,4.904876649,14.8003,20.4841,37.2970,9.39596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0,0.0000000002424401831,
🇨🇦,dandannyboy,0,0,9:41.050,9:42.433,16 Aug 2023,1021,(U),Unknown,09,Yes,https://www.youtube.com/watch?v=FayhjYLbY_k,9,42,433,582433,,,410359,1.419325517,465828,1.250317714,-0.0005,0.6002,2.488430964,34.4242,57.3550,37.0866,9.40797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:41.314,9:42.605,27 Jun 2024,705,(U),8823674453656876265,,,https://www.youtube.com/watch?v=_ISsYlysXBY,9,42,605,582605,,,410359,1.419744663,421494,1.382237944,-0.0005,0.7029,4.920029311,14.2968,20.3389,36.6871,9.43094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:41.788,9:43.182,09 Mar 2025,450,(U),8620606746179560231,,,https://www.youtube.com/watch?v=dW2HQGl9GPg&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=3,9,43,182,583182,,,410359,1.421150748,421494,1.383606884,-0.0005,0.7985,4.953544362,15.9871,20.0211,35.3703,9.50839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:43.508,9:43.508,04 Feb 2026,118,(U),-8168269101579894154,,,https://www.youtube.com/watch?v=BrnZn3f01qk&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=27,9,43,508,583508,,,410359,1.421945175,410359,1.421945175,-0.0005,0.9427,5.97692255,11.4976,12.1964,34.6420,9.55239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:41.032,9:43.825,13 Jun 2025,354,(U),-7444531998155004388,,,https://www.youtube.com/watch?v=U_Yrt25TN3M&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=7,9,43,825,583825,,,410359,1.422717669,410359,1.422717669,-0.0005,0.8378,5.999308129,10.1047,12.0613,33.9446,9.59536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:41.967,9:45.805,30 Oct 2024,580,(U),-5615062906610971575,,,https://www.youtube.com/watch?v=H7rdovQKdbk,9,45,805,585805,,,410359,1.427542713,421494,1.389829986,-0.0005,0.7483,5.108431589,13.9234,18.6076,29.8244,9.86763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇷,Ancoboy,0,1,9:40.615,9:42.910,21 Aug 2023,1016,(U),6827480725930071979,06,Yes,https://www.youtube.com/watch?v=29VY3VmMX2Y,9,42,910,582910,,,410359,1.420487914,465828,1.251341697,-0.0005,0.6017,2.502157164,34.3343,57.0624,35.9866,9.47181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1016,0,0,
🇨🇦,dandannyboy,0,0,9:41.711,9:43.217,09 Dec 2023,906,(U),-5167919398774938171,06,Yes,https://www.youtube.com/watch?v=TTcFB-C6V9w,9,43,217,583217,,,410359,1.42123604,446254,1.306917137,-0.0005,0.6357,3.356164769,25.8891,40.7242,35.2915,9.51310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:42.751,9:43.252,24 Jun 2024,708,(U),-9121307343439300002,,,https://www.youtube.com/watch?v=Di84HYamO6U,9,43,252,583252,,,410359,1.421321331,421494,1.38377296,-0.0005,0.7019,4.957623866,14.0253,19.9827,35.2129,9.51782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:42.450,9:43.523,19 Jul 2024,683,(U),-1964772688075275318,,,https://www.youtube.com/watch?v=HHrKcvSjew0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=43,9,43,523,583523,,,410359,1.421981728,421494,1.384415911,-0.0005,0.7107,4.973445101,14.0964,19.8344,34.6087,9.55442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,683,0,0,
🇺🇸,Feinberg,0,0,9:41.438,9:43.540,26 Oct 2022,1315,(U),-2089918399750478607,,,https://www.youtube.com/watch?v=_4Xmoefjpso,9,43,540,583540,,,410359,1.422023155,517884,1.126777425,-0.0005,0.5181,1.253020332,44.6167,86.1084,34.5711,9.55672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:42.746,9:43.785,10 Apr 2024,783,(U),3395353047088768454,,,https://www.youtube.com/watch?v=neTav4dEcFw,9,43,785,583785,,,410359,1.422620194,421494,1.385037509,-0.0005,0.6760,4.98878288,13.3123,19.6915,34.0320,9.58993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:41.443,9:43.808,12 Mar 2024,812,(U),unknown,,,https://www.youtube.com/watch?v=VoCX3_TnqHI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=12,9,43,808,583808,,,410359,1.422676242,421494,1.385092077,-0.0005,0.6663,4.990131299,13.1123,19.6790,33.9818,9.59305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,812,0,0,
🇨🇦,Aquacorde,0,0,9:43.870,9:43.870,26 Jan 2024,858,(U),2993955281694429561,,,https://www.youtube.com/watch?v=E1hFL8IGFnc,9,43,870,583870,,,410359,1.422827329,421494,1.385239173,-0.0005,0.6512,4.993767757,12.7922,19.6453,33.8465,9.60147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,858,0,0,
🇬🇧,ripfc,0,1,9:42.376,9:43.932,17 Jul 2023,1051,(V),2787334030513605072,09,Yes,https://www.speedrun.com/mc/runs/yonolq0z,9,43,932,583932,,,410359,1.422978416,465828,1.25353564,-0.0005,0.5913,2.531794136,33.3669,56.4336,33.7116,9.60990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇼,turboOuO,0,1,9:37.270,9:44.088,03 Aug 2023,1034,(V),-7588074491361705118,06,Yes,https://www.speedrun.com/mc/run/ywrwll3m,9,44,88,584088,,,410359,1.423358571,465828,1.253870527,-0.0005,0.5963,2.536345433,33.5944,56.3375,33.3741,9.63113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,catJAM19,0,1,9:42.637,9:44.141,20 Sep 2022,1351,(V),-1641393840275072504,09,Yes,https://www.speedrun.com/mc/run/yv0po0oz,9,44,141,584141,,,410359,1.423487727,517884,1.127937917,-0.0005,0.5089,1.261358698,43.7204,85.9112,33.2600,9.63836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:42.464,9:44.152,09 Dec 2023,906,(U),Unknown,??,Yes,https://www.youtube.com/watch?v=rlc36sXmCDk,9,44,152,584152,,,410359,1.423514532,446254,1.309012356,-0.0005,0.6357,3.392882442,25.4969,40.1073,33.2363,9.63986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,906,0,0,
🇨🇦,silverr,0,0,9:39.420,9:44.275,21 May 2023,1108,(U),Unknown,12,Yes,https://www.youtube.com/watch?v=vJQDBHHepPE,9,44,275,584275,,,410359,1.42381427,465828,1.254271963,-0.0005,0.5746,2.541810776,32.3078,56.2221,32.9728,9.65664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,0,0,
🇨🇦,Aquacorde,0,0,9:44.349,9:44.349,12 Jul 2025,325,(U),1087998950322160223,,,https://www.youtube.com/watch?v=H0hSYxjyzsI,9,44,349,584349,,,410359,1.4239946,410359,1.4239946,-0.0005,0.8500,6.036471686,10.0642,11.8400,32.8150,9.66676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,325,0.03229598047,3.823839998,
🇳🇴,skycrab1,0,0,9:44.358,9:44.358,02 Feb 2025,485,(U),1322346143525327365,,,https://www.youtube.com/watch?v=7qXx3IHHQhA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=112,9,44,358,584358,,,410359,1.424016532,421494,1.386396959,-0.0005,0.7847,5.022471211,15.2075,19.3809,32.7958,9.66799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,485,0.00001110169787,0.002151607412,
🇳🇴,skycrab1,0,0,9:44.424,9:44.424,26 Oct 2024,584,(U),-5203179418336138120,,,https://www.youtube.com/watch?v=FwxAelAatn8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=89,9,44,424,584424,,,410359,1.424177367,421494,1.386553545,-0.0005,0.7468,5.026364291,14.4464,19.3453,32.6557,9.67701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,584,0.000000002238028707,0.0000004329526137,
🇮🇹,Ale267,0,0,9:44.431,9:44.481,29 Nov 2022,1281,(U),1581367532737313085,12,Yes,https://www.youtube.com/watch?v=XFvJQEhQJrw,9,44,481,584481,,,410359,1.424316269,495537,1.179490129,-0.0005,0.5270,1.687925704,39.8859,75.6807,32.5349,9.68482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:44.489,9:44.489,08 Feb 2025,479,(U),76808428139630285,,,https://www.youtube.com/watch?v=A1g4bfj2Byw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=115,9,44,489,584489,,,410359,1.424335765,421494,1.386707759,-0.0005,0.7870,5.030200964,15.1976,19.3102,32.5180,9.68591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,479,0.000016865779,0.003256818797,
🇸🇪,Crookst,0,0,9:44.556,9:44.556,14 Mar 2022,1541,(U),Unknown,06,Yes,https://www.youtube.com/watch?v=31OsmvNWQaE,9,44,556,584556,,,410359,1.424499036,548820,1.065114245,-0.0005,0.4628,0.8775769102,43.7859,94.6145,32.3766,9.69509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,0,0,
🇳🇴,skycrab1,0,0,9:44.649,9:44.649,10 Oct 2024,600,(U),-1175900086044057204,,,https://www.youtube.com/watch?v=A-29KTnAD2I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=82,9,44,649,584649,,,410359,1.424725667,421494,1.387087361,-0.0005,0.7408,5.039655996,14.2416,19.2241,32.1811,9.70784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,600,0.0000000004161397394,0.00000007999905385,
🇺🇸,zylenox,0,0,9:38.527,9:44.801,09 Feb 2023,1209,(U),-3251173191348135293,15,Yes,https://www.youtube.com/watch?v=FS5mcKtJB7M,9,44,801,584801,,,410359,1.425096074,465828,1.255401135,-0.0005,0.5463,2.557240267,30.5392,55.8971,31.8635,9.72872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1209,0,0,
🇵🇱,watermelon1708,0,0,9:42.792,9:44.899,29 Jul 2025,308,(U),unknown,,,https://www.youtube.com/watch?v=HecWdO0ujt8,9,44,899,584899,,,410359,1.42533489,410359,1.42533489,-0.0005,0.8573,6.075694912,9.9533,11.6104,31.6599,9.74220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,308,0.05383609102,6.250594061,
🇩🇪,jason_n,0,1,9:44.284,9:44.931,01 May 2024,762,(V),-7717725771183973328,,,https://www.speedrun.com/mc/runs/y8w63edy,9,44,931,584931,,,410359,1.42541287,421494,1.387756409,-0.0005,0.6832,5.056358328,13.0301,19.0727,31.5937,9.74661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,762,0,0,
🇳🇴,skycrab1,0,0,9:45.037,9:45.037,23 Oct 2025,222,(U),unknown,,,https://www.youtube.com/watch?v=T9vM7OUlcEI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=146,9,45,37,585037,,,410359,1.425671181,410359,1.425671181,-0.0005,0.8949,6.085571162,10.3395,11.5532,31.3750,9.76122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,222,0.3348392209,38.68481128,
🇫🇮,Cube1337x,0,0,9:45.156,9:45.156,09 Nov 2022,1301,(U),-3144910399269136910,12,Yes,https://www.youtube.com/watch?v=GHxivohX8Z4,9,45,156,585156,,,410359,1.425961171,495537,1.180852288,-0.0005,0.5218,1.700807207,39.3279,75.3719,31.1308,9.77764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:42.436,9:45.242,03 Aug 2024,668,(U),-2702230192878188102,,,https://www.youtube.com/watch?v=-sDFnCpd8j4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=46,9,45,242,585242,,,410359,1.426170743,421494,1.388494261,-0.0005,0.7161,5.074834385,13.5381,18.9066,30.9553,9.78952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,668,0,0,
🇺🇸,doogile,0,0,9:42.858,9:45.286,13 Mar 2023,1177,(U),7973705383474527466,,,https://www.youtube.com/watch?v=Cf8Sk1XdjME,9,45,286,585286,,,410359,1.426277966,465828,1.256442292,-0.0005,0.5552,2.571541055,30.8652,55.5969,30.8658,9.79560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,0,0,
🇺🇸,thecamo6,0,1,9:45.287,9:45.287,02 Jan 2023,1247,(V),-4279335892801629149,16,Yes,https://www.speedrun.com/mc/run/ydg0jj0y,9,45,287,585287,,,410359,1.426280403,495537,1.181116647,-0.0005,0.5361,1.703317523,40.3720,75.3117,30.8637,9.79574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,0,9:45.290,9:45.290,11 Nov 2024,568,(V),-4050653622908300535,,,https://www.youtube.com/watch?v=Cv7b7MD5xGM,9,45,290,585290,,,410359,1.426287714,421494,1.388608142,-0.0005,0.7528,5.077691247,14.2130,18.8810,30.8576,9.79616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,9:44.114,9:45.496,26 Sep 2025,249,(U),unknown,,,https://www.youtube.com/watch?v=fT6s7ACmW9o,9,45,496,585496,,,410359,1.426789713,410359,1.426789713,-0.0005,0.8829,6.118521155,10.0340,11.3644,30.4412,9.82469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,249,0.2135626813,24.27004746,
🇭🇷,Mar1n,0,1,9:45.500,9:45.500,07 Jul 2023,1061,(V),-4334114590353594879,06,Yes,https://www.speedrun.com/mc/run/zpwgxjxy,9,45,500,585500,,,410359,1.426799461,465828,1.256901689,-0.0005,0.5883,2.577873741,32.6303,55.4643,30.4331,9.82524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,0,9:45.216,9:45.567,12 Jan 2026,141,(U),unknown,,,https://www.youtube.com/watch?v=ZZyjifZwkio,9,45,567,585567,,,410359,1.426962733,410359,1.426962733,-0.0005,0.9319,6.123631853,10.5637,11.3353,30.2986,9.83454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,141,0.7555403427,85.64293716,
