flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,blank,blank2,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss 
🇺🇸,Reignex,0,0,8:57.103,8:57.103,04 Jul 2023,1064,(U),unknown,,,https://www.youtube.com/watch?v=zJuRWv35UOg,8,57,103,537103,,,410359,1.308861265,465828,1.153007119,-0.0005,0.5874,1.454546518,47.7549,81.2947,272.3872,4.83186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,PAPLERR,0,0,8:56.622,8:57.110,03 Aug 2024,668,(U),unknown,,,https://www.youtube.com/watch?v=iyVEoT_7Pxo,8,57,110,537110,,,410359,1.308878324,421494,1.274300465,-0.0005,0.7161,2.828179205,36.0760,50.3816,272.3323,4.83237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,8:57.348,8:57.348,14 Mar 2026,80,(U),4967329614795166163,,,https://www.youtube.com/watch?v=fcX2MP-_y2E,8,57,348,537348,,,410359,1.309458304,410359,1.309458304,-0.0005,0.9608,3.400743085,38.4087,39.9762,270.4679,4.84991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0.9500886338,379.809149,
🇿🇦,Airpodsz,0,0,8:57.540,8:57.540,20 Mar 2026,74,(U),-2146193489695759329,,,https://www.youtube.com/watch?v=MuYlBvogeeU&list=PLjW0OIc7zcEcqLcQwe9V6NfJUy0AUDomQ&index=3,8,57,540,537540,,,410359,1.309926187,410359,1.309926187,-0.0005,0.9637,3.409007667,38.3916,39.8387,268.9674,4.86410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,1,8:57.720,8:57.720,25 Jul 2024,677,(V),3015905876303256572,,,https://www.speedrun.com/mc/runs/m3j14wdz,8,57,720,537720,,,410359,1.310364827,421494,1.275747697,-0.0005,0.7128,2.849942142,35.6097,49.9547,267.5634,4.87744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,677,0,0,
🇺🇸,meebie,0,0,8:57.348,8:57.738,18 Aug 2024,653,(U),7618635482659477050,,,https://www.youtube.com/watch?v=IJsF0R7FLR0&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=15,8,57,738,537738,,,410359,1.310408691,421494,1.275790403,-0.0005,0.7214,2.850586581,36.0305,49.9421,267.4231,4.87877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0,0.0000000004034138587,
🇨🇦,Aquacorde,0,0,8:57.744,8:57.744,21 Jul 2025,316,(U),2089452302138806331,,,https://www.youtube.com/watch?v=4Cu-z1JTQKs,8,57,744,537744,,,410359,1.310423312,410359,1.310423312,-0.0005,0.8538,3.417808214,33.8915,39.6926,267.3764,4.87922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,316,0.04261923508,16.91668583,
🇹🇿,Kxpow,0,0,8:55.692,8:57.890,05 May 2024,758,(U),-851024555308033013,,,https://www.youtube.com/watch?v=wCxU4ZJnPnM,8,57,890,537890,,,410359,1.310779098,421494,1.276151025,-0.0005,0.6845,2.85603367,34.1148,49.8356,266.2399,4.89006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,0,8:57.964,8:57.964,01 Oct 2024,609,(U),unknown,,,https://www.youtube.com/watch?v=8xCnuc4E91k,8,57,964,537964,,,410359,1.310959428,421494,1.276326591,-0.0005,0.7375,2.858688888,36.7152,49.7838,265.6645,4.89557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,8:56.538,8:58.136,09 Aug 2024,662,(U),unknown,,,https://www.youtube.com/watch?v=4YjWJ1kyVxA,8,58,136,538136,,,410359,1.311378573,421494,1.276734663,-0.0005,0.7182,2.864868946,35.6684,49.6633,264.3290,4.90839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,8:54.786,8:58.157,03 Dec 2024,546,(U),unknown,,,https://www.youtube.com/watch?v=3Lmg1lVyC00,8,58,157,538157,,,410359,1.311429748,421494,1.276784486,-0.0005,0.7611,2.8656243,37.7872,49.6486,264.1662,4.90995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,zylenox,0,0,8:53.590,8:58.403,15 Apr 2024,778,(U),unknown,,,https://www.youtube.com/watch?v=pcKBj1_i-gM,8,58,403,538403,,,410359,1.312029223,#REF!,#REF!,-0.0005,0.6777,#REF!,#REF!,#REF!,262.2610,4.92835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,xzeroxy,0,1,8:59.230,8:59.230,03 Dec 2024,546,(V),5478553775963038982,,,https://www.speedrun.com/mc/runs/y6g3kk6m,8,59,230,539230,,,410359,1.314044532,421494,1.279330192,-0.0005,0.7611,2.904455477,37.2144,48.8960,255.8950,4.99062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:59.293,8:59.293,11 Sep 2024,629,(U),-6389114711842986192,,,https://www.youtube.com/watch?v=8hzE9Hw6gAU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=67,8,59,293,539293,,,410359,1.314198056,421494,1.27947966,-0.0005,0.7302,2.906749857,35.6693,48.8518,255.4125,4.99540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,629,0,0.0000000076051344,
🇩🇰,Bloopy,0,0,8:59.432,8:59.432,16 May 2025,382,(U),-18983467290883032,,,https://www.youtube.com/watch?v=514JjNvEQK4,8,59,432,539432,,,410359,1.314536784,421494,1.27980944,-0.0005,0.8261,2.911817752,40.2775,48.7542,254.3493,5.00594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,382,0.003794142685,1.849805413,
🇺🇸,meebie,0,0,8:59.573,8:59.573,19 Nov 2023,926,(U),-1575876630213539597,12,Yes,https://www.youtube.com/watch?v=zJnvTxa-tIw,8,59,573,539573,,,410359,1.314880385,465828,1.158309505,-0.0005,0.6294,1.498757232,50.4968,80.2310,253.2726,5.01666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,926,0,0,
🇬🇧,priffie,0,0,8:59.634,8:59.634,06 Jan 2025,512,(U),-1054620697924411104,,,https://www.youtube.com/watch?v=KOGQS3lFRgE,8,59,634,539634,,,410359,1.315029036,421494,1.280288687,-0.0005,0.7741,2.919196587,37.6329,48.6124,252.8073,5.02130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,8:58.491,8:59.754,25 Apr 2025,403,(U),-7011577718832438866,,,https://www.youtube.com/watch?v=R37ovz0afsw,8,59,754,539754,,,410359,1.315321462,421494,1.280573389,-0.0005,0.8175,2.923587907,39.6719,48.5281,251.8930,5.03045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:00.170,9:00.170,05 Oct 2024,605,(U),-5352242782529280836,,,https://www.youtube.com/watch?v=fRLq2qYkV40,9,0,170,540170,,,410359,1.316335209,421494,1.281560354,-0.0005,0.7390,2.938856573,35.6448,48.2359,248.7338,5.06227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,605,0.0000000002414128687,0.0000001164476586,
🇵🇱,okshey,0,0,9:00.060,9:00.305,15 Nov 2025,199,(U),unknown,,,https://www.youtube.com/watch?v=KsYm43TDgBw,9,0,305,540305,,,410359,1.316664189,410359,1.316664189,-0.0005,0.9053,3.530008295,34.2799,37.8662,247.7120,5.07263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,0.4547261543,172.1876938,
🇨🇦,Aquacorde,0,0,9:00.365,9:00.365,21 Aug 2024,650,(U),-3831818911159801954,,,https://www.youtube.com/watch?v=3dW5m8cUe6A,9,0,365,540365,,,410359,1.316810403,421494,1.282022994,-0.0005,0.7225,2.946038087,34.7527,48.0989,247.2584,5.07725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0,0.0000000005692756541,
🇵🇱,watermelon1708,0,0,8:59.980,9:00.400,06 Dec 2025,178,(U),unknown,,,https://www.youtube.com/watch?v=NKfTh40LmXo,9,0,400,540400,,,410359,1.316895694,410359,1.316895694,-0.0005,0.9148,3.53423213,34.5800,37.7988,246.9940,5.07994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,178,0.5689429008,215.0534247,
🇳🇴,skycrab1,0,0,9:00.416,9:00.416,18 Dec 2024,531,(U),-2825863056396066441,,,https://www.youtube.com/watch?v=QuzaLR4dZX0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=104,9,0,416,540416,,,410359,1.316934684,421494,1.282143993,-0.0005,0.7668,2.947918896,36.8558,48.0630,246.8731,5.08117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,531,0.0000003145480155,0.0001511812778,
🇺🇸,Feinberg,0,1,8:57.718,9:00.487,15 Oct 2022,1326,(V),6318646588162790338,,,https://www.speedrun.com/mc/runs/z1gxnkrz,9,0,487,540487,,,410359,1.317107703,517884,1.043644909,-0.0005,0.5153,0.7742785069,49.8537,96.7464,246.3371,5.08664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:59.994,9:00.517,15 Aug 2024,656,(U),6950286062050709827,,,https://www.youtube.com/watch?v=GdrxXjooUA4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=56,9,0,517,540517,,,410359,1.31718081,421494,1.282383616,-0.0005,0.7204,2.95164678,34.5717,47.9920,246.1108,5.08895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0,0.0000000002636439701,
🇨🇦,wethr,0,1,8:59.030,9:00.655,29 Aug 2024,642,(V),-2434861571968329619,,,https://www.speedrun.com/mc/runs/zpxdq3gm,9,0,655,540655,,,410359,1.317517101,421494,1.282711023,-0.0005,0.7254,2.956747085,34.7442,47.8950,245.0708,5.09959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:00.719,9:00.719,18 Jan 2026,135,(U),202293140077516834,,,https://www.youtube.com/watch?v=5CQDNMm5aWc&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=23,9,0,719,540719,,,410359,1.317673062,410359,1.317673062,-0.0005,0.9347,3.548447959,35.1199,37.5724,244.5891,5.10454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,8:57.699,9:00.720,14 Apr 2023,1145,(U),unknown,,,https://www.youtube.com/watch?v=HRrYCllMZvI,9,0,720,540720,,,410359,1.317675499,465828,1.160771787,-0.0005,0.5641,1.519704345,44.9749,79.7267,244.5816,5.10462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,1145,0,0,
🇿🇦,Airpodsz,0,0,9:00.930,9:00.930,11 Dec 2025,173,(U),-6589365021336644663,,,https://www.youtube.com/watch?v=yl-ZE4j38zU&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=20,9,0,930,540930,,,410359,1.318187246,410359,1.318187246,-0.0005,0.9171,3.557878595,34.3218,37.4228,243.0038,5.12087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:00.882,9:00.977,18 Feb 2026,104,(U),unknown,,,https://www.youtube.com/watch?v=fdNNViVWFV8,9,0,977,540977,,,410359,1.31830178,410359,1.31830178,-0.0005,0.9493,3.559982266,35.4949,37.3895,242.6512,5.12451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0.8936095001,334.1158519,
🇳🇴,skycrab1,0,1,8:59.353,9:01.102,05 Nov 2023,940,(V),-7277035047426370667,,,https://www.speedrun.com/mc/runs/yd2e770m,9,1,102,541102,,,410359,1.318606391,465828,1.161591832,-0.0005,0.6250,1.526740047,49.7235,79.5573,241.7146,5.13421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,940,0,0,
🇺🇸,doogile,0,0,8:59.983,9:01.127,06 Oct 2023,970,(U),9195494537967252613,,,https://www.youtube.com/watch?v=lUWGWVc40zo,9,1,127,541127,,,410359,1.318667313,465828,1.1616455,-0.0005,0.6157,1.527201538,48.9764,79.5462,241.5275,5.13616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,970,0,0,
🇩🇰,Bloopy,0,0,9:01.143,9:01.143,18 Jan 2025,500,(U),-7620737076103346510,,,https://www.youtube.com/watch?v=d9vkKsLySa0,9,1,143,541143,,,410359,1.318706304,421494,1.28386881,-0.0005,0.7788,2.97484571,37.0335,47.5519,241.4077,5.13740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,500,0.000003726653172,0.001772094148,
🇺🇸,doogile,0,0,9:01.449,9:01.449,25 May 2024,738,(U),-7536657347809840728,,,https://www.youtube.com/watch?v=fqNFbLGUKeA,9,1,449,541449,,,410359,1.319451992,421494,1.284594799,-0.0005,0.6914,2.986244501,32.7298,47.3367,239.1225,5.16124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,738,0,0,
🇩🇰,Bloopy,0,0,9:01.455,9:01.455,29 Jan 2025,489,(U),-3030095061520695931,,,https://www.youtube.com/watch?v=VGY1zOH0JTc,9,1,455,541455,,,410359,1.319466613,421494,1.284609034,-0.0005,0.7831,2.986468393,37.0658,47.3324,239.0777,5.16170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,489,0.000008351938419,0.003953176585,
🇵🇱,watermelon1708,0,0,8:59.859,9:01.423,25 Dec 2025,159,(U),see video,,,https://www.youtube.com/watch?v=cE3J7k4Sshc,9,1,423,541423,,,410359,1.319388633,410359,1.319388633,-0.0005,0.9236,3.579999417,34.2404,37.0737,239.3163,5.15921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0.6690022203,248.0237256,
🇵🇱,watermelon1708,0,0,8:57.165,9:01.510,21 Oct 2025,224,(U),unknown,,,https://www.youtube.com/watch?v=bgofOfS1s1A,9,1,510,541510,,,410359,1.319600642,410359,1.319600642,-0.0005,0.8940,3.583915655,33.0905,37.0121,238.6680,5.16600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,224,0.3249960014,120.2879687,
🇺🇸,Feinberg,0,0,9:01.535,9:01.535,02 May 2023,1127,(U),7702150658606563994,,,https://www.youtube.com/watch?v=2iCRD8BHCck,9,1,535,541535,,,410359,1.319661565,465828,1.16252136,-0.0005,0.5692,1.534751188,45.1753,79.3644,238.4818,5.16795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:01.581,9:01.581,24 Oct 2024,586,(U),5396784990910154852,,,https://www.youtube.com/watch?v=7QvmYogun44&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=88,9,1,581,541581,,,410359,1.319773662,421494,1.28490797,-0.0005,0.7460,2.991173573,35.2449,47.2438,238.1395,5.17155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,586,0.000000001822593045,0.0000008610623309,
🇨🇦,NoHacsJustRoblox,0,0,9:00.675,9:01.646,03 Sep 2024,637,(U),7108735323901756884,,,https://www.youtube.com/watch?v=1F8ZBRB354Y,9,1,646,541646,,,410359,1.319932059,421494,1.285062184,-0.0005,0.7272,2.993603418,34.3243,47.1981,237.6560,5.17663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,637,0,0.000000002808691726,
🇳🇴,skycrab1,0,0,9:01.851,9:01.851,06 Oct 2024,604,(U),5584430862827466527,,,https://www.youtube.com/watch?v=XLXBEG_9Z2M&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=76,9,1,851,541851,,,410359,1.320431622,421494,1.285548549,-0.0005,0.7393,3.001278243,34.7887,47.0538,236.1341,5.19270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,604,0.0000000002693831501,0.000000126755128,
🇺🇸,doogile,0,0,9:01.361,9:01.856,17 Mar 2024,807,(U),-423824187334230143,,,https://www.youtube.com/watch?v=9aJOIrN2g-A,9,1,856,541856,,,410359,1.320443807,421494,1.285560411,-0.0005,0.6680,3.001465652,31.4286,47.0503,236.0970,5.19309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,807,0,0,
🇺🇸,FooN,0,1,8:57.293,9:01.942,23 Feb 2023,1195,(V),-5695877831493898620,,,https://www.speedrun.com/mc/run/zxnw86qm,9,1,942,541942,,,410359,1.320653379,465828,1.163395073,-0.0005,0.5502,1.542316413,43.5649,79.1822,235.4598,5.19984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,FooN,0,0,8:57.834,9:01.977,27 Mar 2023,1163,(U),3309154460547738819,,,https://www.youtube.com/watch?v=lKsvBCOS7mY,9,1,977,541977,,,410359,1.32073867,465828,1.163470208,-0.0005,0.5591,1.542968578,44.2588,79.1665,235.2007,5.20259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Crimson,0,0,9:01.997,9:01.997,29 Aug 2023,1008,(U),-5988520828336756304,,,https://www.youtube.com/watch?v=RhhfwurxegQ,9,1,997,541997,,,410359,1.320787408,465828,1.163513142,-0.0005,0.6041,1.543341358,47.8198,79.1576,235.0527,5.20417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:02.293,9:02.293,04 Oct 2025,241,(U),1464731346073354969,,,https://www.youtube.com/watch?v=XqbzG-qNr_Y&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=12,9,2,293,542293,,,410359,1.321508728,410359,1.321508728,-0.0005,0.8865,3.619332129,32.3203,36.4592,232.8668,5.22749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.423,9:02.423,30 Aug 2024,641,(U),3049901205395221348,,,https://www.youtube.com/watch?v=PPXIiFSl4dc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=62,9,2,423,542423,,,410359,1.321825524,421494,1.286905626,-0.0005,0.7258,3.022785211,33.8589,46.6513,231.9096,5.23776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,641,0,0.000000001700767923,
🇬🇧,priffie,0,0,9:02.615,9:02.615,29 Oct 2024,581,(U),-4445326317723697644,,,https://www.youtube.com/watch?v=i5jeAezrvl8,9,2,615,542615,,,410359,1.322293407,421494,1.287361149,-0.0005,0.7479,3.030034899,34.7890,46.5162,230.4989,5.25297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:02.402,9:02.859,30 Jun 2025,337,(U),unknown,,,https://www.youtube.com/watch?v=6HhUuitsxGs,9,2,859,542859,,,410359,1.322888008,410359,1.322888008,-0.0005,0.8449,3.645125067,30.4687,36.0606,228.7115,5.27235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,337,0.02176884848,7.849981498,
🇩🇰,Bloopy,0,1,9:02.325,9:02.890,20 Jul 2024,682,(U),-3162138013269904068,,,https://www.youtube.com/watch?v=LQVoVG-qCYo,9,2,890,542890,,,410359,1.322963551,421494,1.28801359,-0.0005,0.7111,3.040445411,32.9381,46.3226,228.4849,5.27481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,682,0,0,
🇹🇿,Kxpow,0,0,9:03.078,9:03.054,21 Nov 2024,558,(U),7835830573202269696,,,https://www.youtube.com/watch?v=sjkM1cm4Mqw,9,3,54,543054,,,410359,1.323363201,421494,1.288402682,-0.0005,0.7565,3.046668941,34.9575,46.2071,227.2875,5.28788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,1,9:03.208,9:03.208,09 Mar 2024,815,(V),327741930004183264,,,https://www.speedrun.com/mc/runs/zq8w755z,9,3,208,543208,,,410359,1.323738483,421494,1.288768049,-0.0005,0.6653,3.052523262,30.6700,46.0987,226.1656,5.30018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,815,0,0,
🇺🇸,Jamyreaf,0,1,9:03.026,9:03.450,22 Dec 2023,893,(V),5419460951497660528,,,https://www.speedrun.com/mc/runs/zne212vz,9,3,450,543450,,,410359,1.32432821,446254,1.21780421,-0.0005,0.6399,2.086151179,42.4190,66.2937,224.4076,5.31956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:03.483,9:03.483,15 Jul 2025,322,(U),3586604150107286256,,,https://www.youtube.com/watch?v=HlKgDCEfr1M,9,3,483,543483,,,410359,1.324408628,410359,1.324408628,-0.0005,0.8513,3.67374872,30.3250,35.6223,224.1683,5.32220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0.03548572415,12.6408274,
