flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,timeloss 
🇫🇮,AndrewCrow,0,0,8:33.154,8:36.802,20 Jul 2025,286,(U),unknown,,,https://www.youtube.com/watch?v=E1L_FPxRTuo,8,36,802,516802,517,1,410359,1.259389949,410359,1.259389949,-0.0019,0.5808,4,230.8679,547.4442,547.4442,2.61242,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:36.197,8:36.807,30 Sep 2025,214,(U),unknown,,,https://www.youtube.com/watch?v=dGXgTgEdGVY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=142,8,36,807,516807,517,1,410359,1.259402133,410359,1.259402133,-0.0019,0.6659,4,264.7026,547.4088,547.4088,2.61259,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:32.663,8:36.891,31 Mar 2024,762,(U),-8770456777787364691,,,https://www.youtube.com/watch?v=IRTvOCDfvbA,8,36,891,516891,517,1,410359,1.259606832,421494,1.226330624,-0.0019,0.2351,4,103.9437,586.4779,546.8154,2.61545,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,1,8:35.972,8:37.500,17 Apr 2025,380,(V),-1892453842458127965,,,https://www.speedrun.com/mc/runs/zn9dgq8y,8,37,500,517500,518,1,410359,1.261090898,421494,1.227775484,-0.0019,0.4858,4,213.7783,582.1820,542.5075,2.63627,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:36.373,8:37.680,12 Jun 2024,689,(U),8302535928926204218,,,https://www.youtube.com/watch?v=RUtcNVLefnE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=28,8,37,680,517680,518,1,410359,1.261529539,421494,1.228202537,-0.0019,0.2701,4,118.6821,580.9099,541.2325,2.64245,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇱,sagi_enderman,1,1,8:31.726,8:37.884,29 Jul 2022,1373,(V),-774874644388946464,,,https://www.speedrun.com/mc/runs/mkdld9xy,8,37,884,517884,518,1,410359,1.262026664,548820,0.9436317918,-0.0019,0.0736,4,192.8636,1166.1645,539.7866,2.64947,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,8:37.477,8:37.975,07 Aug 2023,999,(U),1459462342630812192,,,https://www.youtube.com/watch?v=C983h_XUVjM&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=3,8,37,975,517975,518,1,410359,1.262248422,465828,1.111944752,-0.0019,0.1499,4,98.0241,754.6740,539.1412,2.65261,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:38.021,8:38.021,06 May 2025,361,(U),unknown,,,https://www.youtube.com/watch?v=VTFc9umQMn8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=120,8,38,21,518021,518,0,410359,1.262360518,421494,1.229011564,-0.0019,0.5036,4,220.7464,578.4970,538.8150,2.65419,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,8:38.735,8:38.735,15 Nov 2025,168,(U),unknown,,,https://www.youtube.com/watch?v=TfnVJFvNoDY,8,38,735,518735,519,1,410359,1.264100458,410359,1.264100458,-0.0019,0.7267,4,284.6078,533.7444,533.7444,2.67894,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,8:36.088,8:38.790,24 Nov 2025,159,(U),unknown,,,https://www.youtube.com/watch?v=t3Th0f5TeHc&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=7,8,38,790,518790,519,1,410359,1.264234487,410359,1.264234487,-0.0019,0.7393,4,289.3937,533.3533,533.3533,2.68085,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,8:39.147,8:39.147,06 Dec 2025,147,(U),unknown,,,https://www.youtube.com/watch?v=SSESxjNH_hk&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=10,8,39,147,519147,519,0,410359,1.265104457,410359,1.265104457,-0.0019,0.7563,4,295.2541,530.8133,530.8133,2.69331,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:39.037,8:39.282,30 Mar 2025,398,(U),8886412600271699411,,,https://www.youtube.com/watch?v=u6qbrlizGMM,8,39,282,519282,519,0,410359,1.265433438,421494,1.232003303,-0.0019,0.4694,4,203.7694,569.5422,529.8521,2.69804,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,8:39.524,8:39.524,08 Feb 2025,448,(U),-1918684009025106856,,,https://www.youtube.com/watch?v=4Ncc5fSS7fU,8,39,524,519524,520,1,410359,1.266023165,421494,1.232577451,-0.0019,0.4269,4,184.9574,567.8181,528.1281,2.70652,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,jason_n,0,0,8:39.547,8:39.547,14 Sep 2024,595,(U),-6811725567637899791,,,https://www.youtube.com/watch?v=vO1lOV6z_rs,8,39,547,519547,520,1,410359,1.266079214,421494,1.232632018,-0.0019,0.3229,4,139.8609,567.6541,527.9642,2.70733,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,8:39.634,8:39.634,23 Nov 2025,160,(U),unknown,,,https://www.youtube.com/watch?v=7l0U6MbHxfo,8,39,634,519634,520,1,410359,1.266291223,410359,1.266291223,-0.0019,0.7379,4,286.9724,527.3441,527.3441,2.71039,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:39.547,8:39.779,30 May 2025,337,(U),unknown,,,https://www.youtube.com/watch?v=NFMHJvhQb_w&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=129,8,39,779,519779,520,1,410359,1.266644572,421494,1.233182442,-0.0019,0.5271,4,227.9355,565.9995,526.3102,2.71549,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,8:38.402,8:39.880,12 Aug 2025,263,(U),unknown,,,https://www.youtube.com/watch?v=psOz3n2aTy0,8,39,880,519880,520,1,410359,1.266890698,410359,1.266890698,-0.0019,0.6067,4,235.5193,525.5898,525.5898,2.71905,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:39.647,8:40.008,29 Nov 2025,154,(U),unknown,,,https://www.youtube.com/watch?v=t10Ij-c_N2s,8,40,8,520008,520,0,410359,1.26720262,410359,1.26720262,-0.0019,0.7463,4,289.4284,524.6766,524.6766,2.72357,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇪,jason_n,0,0,8:40.038,8:40.038,21 Aug 2024,619,(U),8973323366010797251,,,https://www.youtube.com/watch?v=wtVTAwET8cA,8,40,38,520038,520,0,410359,1.267275727,421494,1.233796922,-0.0019,0.3085,4,133.1225,564.1504,524.4625,2.72463,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:39.979,8:40.694,15 Nov 2025,168,(U),unknown,,,https://www.youtube.com/watch?v=EKR-bvraczI,8,40,694,520694,521,1,410359,1.268874327,410359,1.268874327,-0.0019,0.7267,4,280.3488,519.7767,519.7767,2.74789,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:39.729,8:40.725,09 Dec 2023,875,(U),-5412281049038794009,,,https://www.youtube.com/watch?v=Jv2jo4YQLrw,8,40,725,520725,521,1,410359,1.268949871,446254,1.166880297,-0.0019,0.1897,4,102.3011,654.2519,519.5551,2.74900,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:40.768,8:40.768,16 Jul 2024,655,(U),8198000986967179551,,,https://www.youtube.com/watch?v=Ce_A0Sa97Hg,8,40,768,520768,521,1,410359,1.269054657,421494,1.235528857,-0.0019,0.2881,4,123.6258,558.9283,519.2476,2.75053,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:40.888,8:40.888,08 Dec 2025,145,(U),unknown,,,https://www.youtube.com/watch?v=xihX3p1Fp4s&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=153,8,40,888,520888,521,1,410359,1.269347084,410359,1.269347084,-0.0019,0.7592,4,292.4356,518.3895,518.3895,2.75481,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:40.847,8:41.542,18 May 2025,349,(U),unknown,,,https://www.youtube.com/watch?v=xJ01M7bzZw4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=123,8,41,542,521542,522,1,410359,1.27094081,421494,1.237365182,-0.0019,0.5153,4,219.8000,553.3755,513.7079,2.77823,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,1,8:41.613,8:41.613,31 Jan 2024,822,(V),-2567989600321826795,,,https://www.speedrun.com/mc/runs/z1ke12jy,8,41,613,521613,522,1,410359,1.27111383,421494,1.23753363,-0.0019,0.2098,4,89.4316,552.8653,513.1993,2.78078,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,8:42.341,8:42.341,21 Jun 2025,315,(U),-7609881780988686655,,,https://www.youtube.com/watch?v=MuohhSr-XiM,8,42,341,522341,522,0,410359,1.272887886,410359,1.272887886,-0.0019,0.5496,4,209.3698,507.9789,507.9789,2.80708,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:42.117,8:42.986,28 Feb 2024,794,(U),5949882598636664818,,,https://www.youtube.com/watch?v=oCkkuqlQ9Po,8,42,986,522986,523,1,410359,1.27445968,421494,1.240791091,-0.0019,0.2212,4,93.3316,542.9749,503.3470,2.83057,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,8:42.102,8:43.518,17 Jul 2025,289,(U),unknown,,,https://www.youtube.com/watch?v=uT5c_6-u4Ns,8,43,518,523518,524,1,410359,1.275756106,410359,1.275756106,-0.0019,0.5775,4,218.0009,499.5223,499.5223,2.85007,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:43.991,8:43.991,13 Jul 2024,658,(U),-7771537069643682878,,,https://www.youtube.com/watch?v=TZ_zdyCgG4M,8,43,991,523991,524,1,410359,1.276908756,421494,1.243175466,-0.0019,0.2864,4,119.9265,535.7071,496.1187,2.86751,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:43.592,8:44.066,13 Jul 2025,293,(U),see video,,,https://www.youtube.com/watch?v=jDNFlZ8Sg58&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=132,8,44,66,524066,524,0,410359,1.277091522,410359,1.277091522,-0.0019,0.5731,4,215.4469,495.5788,495.5788,2.87028,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,8:44.147,8:44.147,14 Jan 2025,473,(U),865156050683453436,,,https://www.youtube.com/watch?v=mCIohgnMn6Q,8,44,147,524147,524,0,410359,1.27728891,421494,1.243545578,-0.0019,0.4071,4,170.2365,534.5770,494.9956,2.87328,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,8:43.284,8:44.223,01 Jan 2024,852,(U),unknown,,,https://www.youtube.com/watch?v=qY2cZ8Sy2uY&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=3,8,44,223,524223,524,0,410359,1.277474114,446254,1.174718882,-0.0019,0.1981,4,104.0467,629.3078,494.4484,2.87610,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,8:44.276,8:44.276,10 Nov 2025,173,(U),unknown,,,https://www.youtube.com/watch?v=zPHrwr8ViFs&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=6,8,44,276,524276,524,0,410359,1.277603269,410359,1.277603269,-0.0019,0.7199,4,270.1863,494.0667,494.0667,2.87806,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:43.409,8:44.369,22 Mar 2024,771,(U),3833476757322719608,,,https://www.youtube.com/watch?v=ReityME0-V4,8,44,369,524369,524,0,410359,1.2778299,421494,1.244072276,-0.0019,0.2311,4,96.4761,532.9678,493.3969,2.88151,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:43.341,8:44.403,08 May 2024,724,(U),unknown,,,https://www.youtube.com/watch?v=KxM7quLW_a0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=19,8,44,403,524403,524,0,410359,1.277912754,421494,1.244152942,-0.0019,0.2527,4,105.4604,532.7213,493.1519,2.88278,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,8:44.345,8:44.570,08 Jul 2025,298,(U),-1775700207608873533,,,https://www.youtube.com/watch?v=oEQpaV4i5Xo,8,44,570,524570,525,1,410359,1.278319715,410359,1.278319715,-0.0019,0.5677,4,212.5908,491.9489,491.9489,2.88899,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:41.713,8:44.753,09 Jun 2024,692,(U),3601997149186064061,,,https://www.youtube.com/watch?v=ARk7_DpxA8k&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=27,8,44,753,524753,525,1,410359,1.278765666,421494,1.244983321,-0.0019,0.2685,4,111.7726,530.1821,490.6302,2.89580,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,8:44.741,8:45.020,09 Dec 2025,144,(U),unknown,,,https://www.youtube.com/watch?v=LrqzlWWtJ5s,8,45,20,525020,525,0,410359,1.279416316,410359,1.279416316,-0.0019,0.7606,4,283.8765,488.7056,488.7056,2.90578,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,1,8:45.285,8:45.285,11 Jan 2025,476,(V),-7902621488584533605,,,https://www.speedrun.com/mc/runs/yoq7jxdz,8,45,285,525285,525,0,410359,1.280062092,421494,1.246245498,-0.0019,0.4048,4,167.8068,526.3178,486.7947,2.91571,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,iluappi,0,1,8:43.470,8:45.874,31 Jul 2025,275,(V),-5964250352143644519,,,https://www.speedrun.com/mc/runs/yljxnnkm,8,45,874,525874,526,1,410359,1.281497421,410359,1.281497421,-0.0019,0.5930,4,219.8924,482.5453,482.5453,2.93788,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,1,8:39.054,8:45.890,29 May 2023,1069,(X),-8065244563761891233,08,Yes,https://www.youtube.com/watch?v=_Wdwq60t9tg,8,45,890,525890,526,1,410359,1.281536411,465828,1.128936002,-0.0019,0.1312,4,80.7657,700.2159,482.4299,2.93849,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,1,8:43.898,8:45.910,06 Apr 2023,1122,(V),-7753826472617365003,06,Yes,https://www.speedrun.com/mc/run/ywv7303z,8,45,910,525910,526,1,410359,1.281585149,465828,1.128978936,-0.0019,0.1186,4,73.0176,700.0735,482.2855,2.93924,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,1,8:46.031,8:46.031,27 Oct 2022,1283,(V),8426484340228880879,,,https://www.speedrun.com/mc/runs/zq95v58y,8,46,31,526031,526,0,410359,1.281880012,517884,1.015731322,-0.0019,0.0874,4,82.0739,955.0901,481.4122,2.94382,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:45.053,8:46.049,08 Nov 2025,175,(U),see video,,,https://www.youtube.com/watch?v=wAckC_nZcLI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=148,8,46,49,526049,526,0,410359,1.281923876,410359,1.281923876,-0.0019,0.7171,4,265.5511,481.2822,481.2822,2.94450,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇦🇿,KenanKardes,0,1,8:45.460,8:46.120,27 Jun 2024,674,(V),-2790104330333108477,,,https://www.speedrun.com/mc/runs/y9jrkkem,8,46,120,526120,526,0,410359,1.282096896,421494,1.248226547,-0.0019,0.2779,4,114.4640,520.2419,480.7697,2.94719,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:46.360,8:46.475,05 Dec 2025,148,(U),see video,,,https://www.youtube.com/watch?v=21D0838rJEA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=151,8,46,475,526475,526,0,410359,1.282961992,410359,1.282961992,-0.0019,0.7549,4,278.6257,478.2066,478.2066,2.96066,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,meebie,0,0,8:46.730,8:46.730,31 Aug 2024,609,(U),-1594197392145476989,,,https://www.youtube.com/watch?v=zkLphmIsY5Y&list=PLaTJSsRuu2Ufk7cX7bUTt9V-IJxa8wqSM&index=16,8,46,730,526730,527,1,410359,1.283583399,421494,1.249673779,-0.0019,0.3144,4,128.9114,515.7956,476.3649,2.97038,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:46.809,8:46.809,19 Dec 2025,134,(U),see video,,,https://www.youtube.com/watch?v=C7eIdtsV1E0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=161,8,46,809,526809,527,1,410359,1.283775913,410359,1.283775913,-0.0019,0.7752,4,285.4117,475.7943,475.7943,2.97339,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:45.693,8:47.009,10 Jun 2023,1057,(U),3305404777235060755,,,https://www.youtube.com/watch?v=LJc8Ue_wMxc,8,47,9,527009,527,0,410359,1.284263291,465828,1.131338176,-0.0019,0.1342,4,81.9288,692.2119,474.3495,2.98103,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,8:46.062,8:47.235,05 Mar 2025,423,(U),unknown,,,https://www.youtube.com/watch?v=PmJBX5UDkaQ,8,47,235,527235,527,0,410359,1.284814029,421494,1.250871899,-0.0019,0.4477,4,182.8547,512.1101,472.7166,2.98969,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:48.708,8:48.708,20 Sep 2025,224,(U),see video,,,https://www.youtube.com/watch?v=QaK_cdmaPKQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=138,8,48,708,528708,529,1,410359,1.288403569,410359,1.288403569,-0.0019,0.6534,4,237.1137,462.0688,462.0688,3.04668,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,8:47.747,8:47.747,08 Dec 2025,145,(U),unknown,,,https://www.youtube.com/watch?v=U0VSovfqp08,8,47,747,527747,528,1,410359,1.286061717,410359,1.286061717,-0.0019,0.7592,4,277.5266,469.0164,469.0164,3.00939,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:46.578,8:47.860,20 Aug 2023,986,(U),4103179370625614995,,,https://www.youtube.com/watch?v=uDN8xoI81Ys,8,47,860,527860,528,1,410359,1.286337085,465828,1.133165031,-0.0019,0.1536,4,93.1580,686.0780,468.1996,3.01376,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:47.874,8:47.874,27 Nov 2024,521,(U),6699117318653298892,,,https://www.youtube.com/watch?v=5ukarnI5ByU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=99,8,47,874,527874,528,1,410359,1.286371202,421494,1.252387934,-0.0019,0.3716,4,151.0554,507.4412,468.0984,3.01430,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
