flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),depracated,link,minutes,seconds,milliseconds,total_milliseconds,total_seconds,rounding,current_wr,normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_dropped,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<400,400-1000,1000-1500,1500-2000,200+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type,bastion_route,chests_checked,depracated,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,timeloss 
🇵🇱,watermelon1708,0,0,8:57.165,9:01.510,21 Oct 2025,193,(U),unknown,,,https://www.youtube.com/watch?v=bgofOfS1s1A,9,1,510,541510,542,1,410359,1.319600642,410359,1.319600642,-0.0019,0.6930,4,228.5463,370.1214,370.1214,3.58392,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:01.581,9:01.581,24 Oct 2024,555,(U),5396784990910154852,,,https://www.youtube.com/watch?v=7QvmYogun44&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=88,9,1,581,541581,542,1,410359,1.319773662,421494,1.28490797,-0.0019,0.3484,4,127.8052,406.8774,369.6193,3.58711,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,NoHacsJustRoblox,0,0,9:00.675,9:01.646,03 Sep 2024,606,(U),7108735323901756884,,,https://www.youtube.com/watch?v=1F8ZBRB354Y,9,1,646,541646,542,1,410359,1.319932059,421494,1.285062184,-0.0019,0.3162,4,115.9463,406.4035,369.1598,3.59005,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:01.851,9:01.851,06 Oct 2024,573,(U),5584430862827466527,,,https://www.youtube.com/watch?v=XLXBEG_9Z2M&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=76,9,1,851,541851,542,1,410359,1.320431622,421494,1.285548549,-0.0019,0.3367,4,123.2621,404.9092,367.7113,3.59930,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:01.361,9:01.856,17 Mar 2024,776,(U),-423824187334230143,,,https://www.youtube.com/watch?v=9aJOIrN2g-A,9,1,856,541856,542,1,410359,1.320443807,421494,1.285560411,-0.0019,0.2289,4,83.8120,404.8727,367.6760,3.59953,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.423,9:02.423,30 Aug 2024,610,(U),3049901205395221348,,,https://www.youtube.com/watch?v=PPXIiFSl4dc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=62,9,2,423,542423,542,0,410359,1.321825524,421494,1.286905626,-0.0019,0.3138,4,114.4105,400.7437,363.6758,3.62524,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:02.402,9:02.859,30 Jun 2025,306,(U),unknown,,,https://www.youtube.com/watch?v=6HhUuitsxGs,9,2,859,542859,543,1,410359,1.322888008,410359,1.322888008,-0.0019,0.5591,4,182.5614,360.6062,360.6062,3.64513,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,1,9:02.325,9:02.890,20 Jul 2024,651,(U),-3162138013269904068,,,https://www.youtube.com/watch?v=LQVoVG-qCYo,9,2,890,542890,543,1,410359,1.322963551,421494,1.28801359,-0.0019,0.2903,4,105.4725,397.3475,360.3881,3.64654,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,1,9:03.208,9:03.208,09 Mar 2024,784,(V),327741930004183264,,,https://www.speedrun.com/mc/runs/zq8w755z,9,3,208,543208,543,0,410359,1.323738483,421494,1.288768049,-0.0019,0.2255,4,81.7289,395.0373,358.1532,3.66111,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:03.483,9:03.483,15 Jul 2025,291,(U),3586604150107286256,,,https://www.youtube.com/watch?v=HlKgDCEfr1M,9,3,483,543483,543,0,410359,1.324408628,410359,1.324408628,-0.0019,0.5753,4,186.9780,356.2229,356.2229,3.67375,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:58.672,9:04.680,20 Oct 2023,925,(U),5170768254742346902,,,https://www.youtube.com/watch?v=nX477DDwCp4,9,4,680,544680,545,1,410359,1.327325586,465828,1.169272779,-0.0019,0.1725,4,92.2708,558.1199,347.8492,3.72921,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:03.846,9:05.167,01 Dec 2023,883,(U),5228422525265565557,,,https://www.youtube.com/watch?v=Qe_QUpUyPbc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=5,9,5,167,545167,545,0,410359,1.328512351,465828,1.170318229,-0.0019,0.1868,4,99.5791,554.2739,344.4561,3.75199,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:03.653,9:05.189,03 Jul 2024,668,(U),-1944357644516820181,,,https://www.youtube.com/watch?v=2PrVhqKEWwk,9,5,189,545189,545,0,410359,1.328565963,421494,1.293467997,-0.0019,0.2811,4,100.4085,380.6965,344.3031,3.75302,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,9:05.451,9:05.451,16 Mar 2024,777,(U),see video,,,https://www.youtube.com/watch?v=ivDOaiqp9jM&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=2,9,5,451,545451,545,0,410359,1.329204428,421494,1.294089596,-0.0019,0.2285,4,81.4692,378.8069,342.4813,3.76532,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:05.184,9:05.845,06 Nov 2023,908,(U),5873759299326194645,,,https://www.youtube.com/watch?v=5MtswX7IfB4,9,5,845,545845,546,1,410359,1.330164563,465828,1.171773702,-0.0019,0.1781,4,94.4888,548.9114,339.7463,3.78390,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:04.821,9:06.518,16 Oct 2024,563,(U),1509054890108880200,,,https://www.youtube.com/watch?v=o2BhtRPoBl8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=83,9,6,518,546518,547,1,410359,1.331804591,421494,1.296621067,-0.0019,0.3431,4,121.3900,371.1305,335.0878,3.81581,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.149,9:07.149,10 Oct 2024,569,(U),-1175900086044057204,,,https://www.youtube.com/watch?v=A-29KTnAD2I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=82,9,7,149,547149,547,0,410359,1.333342269,421494,1.298118123,-0.0019,0.3392,4,119.4613,366.6061,330.7358,3.84595,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.112,9:07.112,28 Apr 2025,369,(U),unknown,,,https://www.youtube.com/watch?v=o710MyvzZRc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=117,9,7,112,547112,547,0,410359,1.333252104,421494,1.29803034,-0.0019,0.4960,4,174.7337,366.8710,330.9905,3.84417,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,sadekeppi,0,0,9:05.453,9:07.231,05 Apr 2025,392,(U),3784350697232535949,,,https://www.youtube.com/watch?v=_6D4CEjB7EI,9,7,231,547231,547,0,410359,1.333542094,421494,1.298312669,-0.0019,0.4748,4,167.1169,366.0190,330.1713,3.84988,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:06.737,9:07.310,04 Jul 2025,302,(U),unknown,,,https://www.youtube.com/watch?v=9ykWGMkAK-8,9,7,310,547310,547,0,410359,1.333734608,410359,1.333734608,-0.0019,0.5634,4,178.0427,329.6278,329.6278,3.85367,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.485,9:07.485,08 Feb 2025,448,(U),3737533492080781915,,,https://www.youtube.com/watch?v=vIyLdcMlpzU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=116,9,7,485,547485,547,0,410359,1.334161064,421494,1.298915287,-0.0019,0.4269,4,149.9703,364.2017,328.4248,3.86208,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.893,9:07.893,16 Nov 2024,532,(U),3572344265609154792,,,https://www.youtube.com/watch?v=GB4EvDhnAj0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=94,9,7,893,547893,548,1,410359,1.335155315,421494,1.299883272,-0.0019,0.3639,4,127.4670,361.2868,325.6247,3.88175,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:07.950,9:07.950,16 Aug 2024,624,(U),unknown,,,https://www.youtube.com/watch?v=rVh_EFcoA_Q,9,7,950,547950,548,1,410359,1.335294218,421494,1.300018506,-0.0019,0.3056,4,106.9799,360.8800,325.2340,3.88450,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.208,9:08.108,24 Aug 2024,616,(U),8200471492953039268,,,https://www.youtube.com/watch?v=7kCryLBekaY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=59,9,8,108,548108,548,0,410359,1.335679247,421494,1.300393363,-0.0019,0.3102,4,108.4933,359.7528,324.1519,3.89215,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:08.173,9:08.173,22 Jul 2025,284,(U),unknown,,,https://www.youtube.com/watch?v=ywxlACuqAe0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=137,9,8,173,548173,548,0,410359,1.335837645,410359,1.335837645,-0.0019,0.5830,4,183.0796,323.7070,323.7070,3.89530,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:04.666,9:08.266,14 Nov 2023,900,(U),-4809940892150569008,,,https://www.youtube.com/watch?v=gg6rLSlqqqc,9,8,266,548266,548,0,410359,1.336064275,465828,1.176970899,-0.0019,0.1809,4,94.2526,529.6968,323.0708,3.89981,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇧🇪,boyenn,0,0,9:08.407,9:08.407,09 Mar 2025,419,(U),unknown,,,https://www.youtube.com/watch?v=PIdpIYU0iN8,9,8,407,548407,548,0,410359,1.336407877,421494,1.301102744,-0.0019,0.4511,4,157.4026,357.6221,322.1069,3.90665,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:08.371,9:08.421,08 Jun 2023,1059,(U),unknown,,,https://www.youtube.com/watch?v=IffgSK8FXyU,9,8,421,548421,548,0,410359,1.336441993,465828,1.17730364,-0.0019,0.1337,4,69.5989,528.4636,322.0112,3.90733,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:08.473,9:08.473,17 Jul 2025,289,(U),-4757456621971521047,,,https://www.youtube.com/watch?v=3NgUon3iBFM,9,8,473,548473,548,0,410359,1.336568712,410359,1.336568712,-0.0019,0.5775,4,180.9521,321.6560,321.6560,3.90986,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:05.980,9:08.551,02 Feb 2024,820,(U),unknown,,,https://www.youtube.com/watch?v=4fdVhFGeQgo&list=PLaTJSsRuu2UeeWabBBfNVWALvnefBoL2C&index=5,9,8,551,548551,549,1,410359,1.336758789,421494,1.301444386,-0.0019,0.2106,4,73.3950,356.5970,321.1234,3.91365,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,0,9:07.364,9:08.692,01 Nov 2025,182,(U),unknown,,,https://www.youtube.com/watch?v=xe-spdcY7jk,9,8,692,548692,549,1,410359,1.337102391,410359,1.337102391,-0.0019,0.7077,4,221.3922,320.1612,320.1612,3.92052,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:08.808,9:08.808,22 May 2025,345,(U),7495631434322162088,,,https://www.youtube.com/watch?v=p9ACbnS-GcQ,9,8,808,548808,549,1,410359,1.33738507,421494,1.302054122,-0.0019,0.5192,4,180.6358,354.7692,319.3703,3.92618,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,Cube1337x,1,1,9:06.178,9:08.820,22 Jan 2022,1561,(V),5182416045755256460,,,https://www.speedrun.com/mc/runs/mr673jdm,9,8,820,548820,549,1,410359,1.337414313,576000,0.9528125,-0.0019,0.0515,4,162.5023,1209.0182,319.2885,3.92676,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:09.076,9:09.076,26 Nov 2024,522,(U),9146773889861471357,,,https://www.youtube.com/watch?v=YABLZ52h9Ug&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=98,9,9,76,549076,549,0,410359,1.338038157,421494,1.302689955,-0.0019,0.3709,4,128.7960,352.8655,317.5452,3.93928,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.533,9:09.719,10 Apr 2024,752,(U),unknown,,,https://www.youtube.com/watch?v=s7Oyw0cBsDM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=14,9,9,719,549719,550,1,410359,1.339605078,421494,1.304215481,-0.0019,0.2396,4,82.8100,348.3083,313.1792,3.97086,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:08.362,9:09.903,03 Feb 2024,819,(U),4060064418388945747,,,https://www.youtube.com/watch?v=z1xyWdGMjq8,9,9,903,549903,550,1,410359,1.340053465,421494,1.304652024,-0.0019,0.2110,4,72.8141,347.0070,311.9333,3.97994,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:09.128,9:10.259,08 Jun 2025,328,(U),unknown,,,https://www.youtube.com/watch?v=SiADDCUpd7E,9,10,259,550259,550,0,410359,1.340920998,421494,1.305496638,-0.0019,0.5362,4,184.6055,344.4926,309.5271,3.99756,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:05.662,9:10.523,09 Nov 2023,905,(U),78496239085493281,,,https://www.youtube.com/watch?v=gieho9nQgi0,9,10,523,550523,551,1,410359,1.341564338,465828,1.181816035,-0.0019,0.1792,4,91.8398,511.7134,307.7465,4.01066,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:07.746,9:10.622,05 Nov 2023,909,(U),1666689678537156689,,,https://www.youtube.com/watch?v=VZnZzz2vZfk,9,10,622,550622,551,1,410359,1.34180559,465828,1.18202856,-0.0019,0.1778,4,91.0790,510.9235,307.0796,4.01559,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:09.863,9:10.809,08 Mar 2024,785,(U),unknown,,,https://www.youtube.com/watch?v=LhLJ0UepT94&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=11,9,10,809,550809,551,1,410359,1.342261288,421494,1.30680152,-0.0019,0.2250,4,77.1634,340.6175,305.8212,4.02491,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:10.726,9:11.397,13 Jun 2024,688,(U),-8879598757614006862,,,https://www.youtube.com/watch?v=cIcsjmes9iM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=29,9,11,397,551397,551,0,410359,1.34369418,421494,1.308196558,-0.0019,0.2706,4,92.3843,336.4875,301.8753,4.05433,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.051,9:11.608,20 Sep 2025,224,(U),unknown,,,https://www.youtube.com/watch?v=jITLzyt8gXQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=141,9,11,608,551608,552,1,410359,1.344208364,410359,1.344208364,-0.0019,0.6534,4,200.1234,300.4634,300.4634,4.06494,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.538,9:11.538,19 Dec 2025,134,(U),unknown,,,https://www.youtube.com/watch?v=cGZBFX1-arU&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=160,9,11,538,551538,552,1,410359,1.344037782,410359,1.344037782,-0.0019,0.7752,4,237.5651,300.9315,300.9315,4.06142,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.308,9:12.058,19 Dec 2025,134,(U),see video,,,https://www.youtube.com/watch?v=Z1rqujzYKV8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=159,9,12,58,552058,552,0,410359,1.345304965,410359,1.345304965,-0.0019,0.7752,4,236.6713,297.4596,297.4596,4.08763,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇹,drip120,0,0,9:10.678,9:12.062,29 Aug 2024,611,(U),unknown,,,https://www.youtube.com/watch?v=LSRuTRyAUfA,9,12,62,552062,552,0,410359,1.345314712,421494,1.309774279,-0.0019,0.3132,4,106.4245,331.8334,297.4330,4.08784,,,,   ,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:12.154,9:12.313,18 Jun 2025,318,(U),unknown,,,https://www.youtube.com/watch?v=mgqba8qgpQE,9,12,313,552313,552,0,410359,1.345926372,410359,1.345926372,-0.0019,0.5465,4,166.5383,295.7620,295.7620,4.10054,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,1,9:09.804,9:12.402,11 Aug 2024,629,(V),-2254865974237692647,,,https://www.speedrun.com/mc/runs/z0qrw64m,9,12,402,552402,552,0,410359,1.346143255,421494,1.310580934,-0.0019,0.3027,4,102.5934,329.4609,295.1703,4.10506,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:10.431,9:12.727,07 Feb 2026,84,(U),unknown,,,https://www.youtube.com/watch?v=__q_TjQ_FMo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=164,9,12,727,552727,553,1,410359,1.346935245,410359,1.346935245,-0.0019,0.8525,4,259.0000,293.0129,293.0129,4.12158,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:11.847,9:13.147,18 Feb 2024,804,(U),unknown,,,https://www.youtube.com/watch?v=kFt_4d61onA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=10,9,13,147,553147,553,0,410359,1.347958739,421494,1.312348456,-0.0019,0.2171,4,73.1771,324.2796,290.2331,4.14302,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:13.305,9:13.305,18 May 2025,349,(U),5319889205923870675,,,https://www.youtube.com/watch?v=ztGEXhDZfOU,9,13,305,553305,553,0,410359,1.348343767,421494,1.312723313,-0.0019,0.5153,4,173.5108,323.1838,289.1897,4.15111,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:12.171,9:13.635,17 Jul 2025,289,(U),unknown,,,https://www.youtube.com/watch?v=ty4JUqRnYw0,9,13,635,553635,554,1,410359,1.349147941,410359,1.349147941,-0.0019,0.5775,4,174.2973,287.0148,287.0148,4.16806,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,1,9:13.730,9:13.730,02 May 2023,1096,(V),1132467978693802935,,,https://www.speedrun.com/mc/runs/z5poxedm,9,13,730,553730,554,1,410359,1.349379446,465828,1.18870055,-0.0019,0.1246,4,62.4217,486.1012,286.3898,4.17295,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:10.602,9:13.999,04 Jul 2025,302,(U),unknown,,,https://www.youtube.com/watch?v=yNwHcISAArA,9,13,999,553999,554,1,410359,1.350034969,410359,1.350034969,-0.0019,0.5634,4,169.5984,284.6226,284.6226,4.18682,,,,,,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,
