flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss 
🇸🇪,v_strid,0,0,8:59.436,9:00.111,07 Jun 2024,760,(U),unknown,,,https://www.youtube.com/watch?v=02q09QjEldI,9,0,111,540111,675,0.675,539436,1.316191432,421494,1.281420376,,0.6839,2.936686768,33.0150,48.2774,249.1809,5.05774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:00.170,9:00.170,05 Oct 2024,640,(U),-5352242782529280836,,,https://www.youtube.com/watch?v=fRLq2qYkV40,9,0,170,540170,0,0,540170,1.316335209,421494,1.281560354,,0.7261,2.938856573,35.0264,48.2359,248.7338,5.06227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,okshey,0,0,9:00.060,9:00.305,15 Nov 2025,234,(U),unknown,,,https://www.youtube.com/watch?v=KsYm43TDgBw,9,0,305,540305,245,0.245,540060,1.316664189,410359,1.316664189,,0.8896,3.530008295,33.6852,37.8662,247.7120,5.07263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:00.365,9:00.365,21 Aug 2024,685,(U),-3831818911159801954,,,https://www.youtube.com/watch?v=3dW5m8cUe6A,9,0,365,540365,0,0,540365,1.316810403,421494,1.282022994,,0.7100,2.946038087,34.1499,48.0989,247.2584,5.07725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:59.980,9:00.400,06 Dec 2025,213,(U),unknown,,,https://www.youtube.com/watch?v=NKfTh40LmXo,9,0,400,540400,420,0.42,539980,1.316895694,410359,1.316895694,,0.8990,3.53423213,33.9802,37.7988,246.9940,5.07994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:00.416,9:00.416,18 Dec 2024,566,(U),-2825863056396066441,,,https://www.youtube.com/watch?v=QuzaLR4dZX0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=104,9,0,416,540416,0,0,540416,1.316934684,421494,1.282143993,,0.7535,2.947918896,36.2164,48.0630,246.8731,5.08117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Feinberg,0,1,8:57.718,9:00.487,15 Oct 2022,1361,(V),6318646588162790338,,,https://www.speedrun.com/mc/runs/z1gxnkrz,9,0,487,540487,2769,2.769,537718,1.317107703,517884,1.043644909,,0.5064,0.7742785069,48.9889,96.7464,246.3371,5.08664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,8:59.994,9:00.517,15 Aug 2024,691,(U),6950286062050709827,,,https://www.youtube.com/watch?v=GdrxXjooUA4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=56,9,0,517,540517,523,0.523,539994,1.31718081,421494,1.282383616,,0.7079,2.95164678,33.9719,47.9920,246.1108,5.08895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,wethr,0,1,8:59.030,9:00.655,29 Aug 2024,677,(V),-2434861571968329619,,,https://www.speedrun.com/mc/runs/zpxdq3gm,9,0,655,540655,1625,1.625,539030,1.317517101,421494,1.282711023,,0.7128,2.956747085,34.1414,47.8950,245.0708,5.09959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:00.719,9:00.719,18 Jan 2026,170,(U),202293140077516834,,,https://www.youtube.com/watch?v=5CQDNMm5aWc&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=23,9,0,719,540719,0,0,540719,1.317673062,410359,1.317673062,,0.9185,3.548447959,34.5107,37.5724,244.5891,5.10454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,8:57.699,9:00.720,14 Apr 2023,1180,(U),unknown,,,https://www.youtube.com/watch?v=HRrYCllMZvI,9,0,720,540720,3021,3.021,537699,1.317675499,465828,1.160771787,,0.5543,1.519704345,44.1947,79.7267,244.5816,5.10462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:00.930,9:00.930,11 Dec 2025,208,(U),-6589365021336644663,,,https://www.youtube.com/watch?v=yl-ZE4j38zU&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=20,9,0,930,540930,0,0,540930,1.318187246,410359,1.318187246,,0.9012,3.557878595,33.7264,37.4228,243.0038,5.12087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇫🇮,AndrewCrow,0,0,9:00.882,9:00.977,18 Feb 2026,139,(U),unknown,,,https://www.youtube.com/watch?v=fdNNViVWFV8,9,0,977,540977,95,0.095,540882,1.31830178,410359,1.31830178,,0.9329,3.559982266,34.8791,37.3895,242.6512,5.12451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,1,8:59.353,9:01.102,05 Nov 2023,975,(V),-7277035047426370667,,,https://www.speedrun.com/mc/runs/yd2e770m,9,1,102,541102,1749,1.749,539353,1.318606391,465828,1.161591832,,0.6142,1.526740047,48.8609,79.5573,241.7146,5.13421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:59.983,9:01.127,06 Oct 2023,1005,(U),9195494537967252613,,,https://www.youtube.com/watch?v=lUWGWVc40zo,9,1,127,541127,1144,1.144,539983,1.318667313,465828,1.1616455,,0.6050,1.527201538,48.1267,79.5462,241.5275,5.13616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:01.143,9:01.143,18 Jan 2025,535,(U),-7620737076103346510,,,https://www.youtube.com/watch?v=d9vkKsLySa0,9,1,143,541143,0,0,541143,1.318706304,421494,1.28386881,,0.7653,2.97484571,36.3910,47.5519,241.4077,5.13740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,0,9:01.212,9:01.212,09 Jun 2024,758,(U),unknown,,,https://www.youtube.com/watch?v=qJZd4klABQc,9,1,212,541212,0,0,541212,1.318874449,421494,1.284032513,,0.6845,2.977412651,32.5182,47.5034,240.8916,5.14277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:01.449,9:01.449,25 May 2024,773,(U),-7536657347809840728,,,https://www.youtube.com/watch?v=fqNFbLGUKeA,9,1,449,541449,0,0,541449,1.319451992,421494,1.284594799,,0.6794,2.986244501,32.1620,47.3367,239.1225,5.16124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,0,9:01.455,9:01.455,29 Jan 2025,524,(U),-3030095061520695931,,,https://www.youtube.com/watch?v=VGY1zOH0JTc,9,1,455,541455,0,0,541455,1.319466613,421494,1.284609034,,0.7695,2.986468393,36.4228,47.3324,239.0777,5.16170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:59.859,9:01.423,25 Dec 2025,194,(U),see video,,,https://www.youtube.com/watch?v=cE3J7k4Sshc,9,1,423,541423,1564,1.564,539859,1.319388633,410359,1.319388633,,0.9076,3.579999417,33.6464,37.0737,239.3163,5.15921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇵🇱,watermelon1708,0,0,8:57.165,9:01.510,21 Oct 2025,259,(U),unknown,,,https://www.youtube.com/watch?v=bgofOfS1s1A,9,1,510,541510,4345,4.345,537165,1.319600642,410359,1.319600642,,0.8785,3.583915655,32.5164,37.0121,238.6680,5.16600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Feinberg,0,0,9:01.535,9:01.535,02 May 2023,1162,(U),7702150658606563994,,,https://www.youtube.com/watch?v=2iCRD8BHCck,9,1,535,541535,0,0,541535,1.319661565,465828,1.16252136,,0.5593,1.534751188,44.3916,79.3644,238.4818,5.16795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:01.581,9:01.581,24 Oct 2024,621,(U),5396784990910154852,,,https://www.youtube.com/watch?v=7QvmYogun44&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=88,9,1,581,541581,0,0,541581,1.319773662,421494,1.28490797,,0.7331,2.991173573,34.6335,47.2438,238.1395,5.17155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,NoHacsJustRoblox,0,0,9:00.675,9:01.646,03 Sep 2024,672,(U),7108735323901756884,,,https://www.youtube.com/watch?v=1F8ZBRB354Y,9,1,646,541646,971,0.971,540675,1.319932059,421494,1.285062184,,0.7146,2.993603418,33.7288,47.1981,237.6560,5.17663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:01.851,9:01.851,06 Oct 2024,639,(U),5584430862827466527,,,https://www.youtube.com/watch?v=XLXBEG_9Z2M&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=76,9,1,851,541851,0,0,541851,1.320431622,421494,1.285548549,,0.7265,3.001278243,34.1852,47.0538,236.1341,5.19270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:01.361,9:01.856,17 Mar 2024,842,(U),-423824187334230143,,,https://www.youtube.com/watch?v=9aJOIrN2g-A,9,1,856,541856,495,0.495,541361,1.320443807,421494,1.285560411,,0.6564,3.001465652,30.8834,47.0503,236.0970,5.19309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,FooN,0,1,8:57.293,9:01.942,23 Feb 2023,1230,(V),-5695877831493898620,,,https://www.speedrun.com/mc/run/zxnw86qm,9,1,942,541942,4649,4.649,537293,1.320653379,465828,1.163395073,,0.5406,1.542316413,42.8092,79.1822,235.4598,5.19984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,FooN,0,0,8:57.834,9:01.977,27 Mar 2023,1198,(U),3309154460547738819,,,https://www.youtube.com/watch?v=lKsvBCOS7mY,9,1,977,541977,4143,4.143,537834,1.32073867,465828,1.163470208,,0.5494,1.542968578,43.4910,79.1665,235.2007,5.20259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Crimson,0,0,9:01.997,9:01.997,29 Aug 2023,1043,(U),-5988520828336756304,,,https://www.youtube.com/watch?v=RhhfwurxegQ,9,1,997,541997,0,0,541997,1.320787408,465828,1.163513142,,0.5936,1.543341358,46.9903,79.1576,235.0527,5.20417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:02.293,9:02.293,04 Oct 2025,276,(U),1464731346073354969,,,https://www.youtube.com/watch?v=XqbzG-qNr_Y&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=12,9,2,293,542293,0,0,542293,1.321508728,410359,1.321508728,,0.8711,3.619332129,31.7596,36.4592,232.8668,5.22749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:02.423,9:02.423,30 Aug 2024,676,(U),3049901205395221348,,,https://www.youtube.com/watch?v=PPXIiFSl4dc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=62,9,2,423,542423,0,0,542423,1.321825524,421494,1.286905626,,0.7132,3.022785211,33.2715,46.6513,231.9096,5.23776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇬🇧,priffie,0,0,9:02.615,9:02.615,29 Oct 2024,616,(U),-4445326317723697644,,,https://www.youtube.com/watch?v=i5jeAezrvl8,9,2,615,542615,0,0,542615,1.322293407,421494,1.287361149,,0.7349,3.030034899,34.1854,46.5162,230.4989,5.25297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,v_strid,0,0,9:00.975,9:02.667,06 Feb 2025,516,(U),unknown,,,https://www.youtube.com/watch?v=5LcpAOQ33Fs,9,2,667,542667,1692,1.692,540975,1.322420125,421494,1.287484519,,0.7726,3.032001006,35.9099,46.4796,230.1175,5.25709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇰,NoFear1337,0,0,9:02.402,9:02.859,30 Jun 2025,372,(U),unknown,,,https://www.youtube.com/watch?v=6HhUuitsxGs,9,2,859,542859,457,0.457,542402,1.322888008,410359,1.322888008,,0.8303,3.645125067,29.9402,36.0606,228.7115,5.27235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,1,9:02.325,9:02.890,20 Jul 2024,717,(U),-3162138013269904068,,,https://www.youtube.com/watch?v=LQVoVG-qCYo,9,2,890,542890,565,0.565,542325,1.322963551,421494,1.28801359,,0.6987,3.040445411,32.3667,46.3226,228.4849,5.27481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇹🇿,Kxpow,0,0,9:03.078,9:03.054,21 Nov 2024,593,(U),7835830573202269696,,,https://www.youtube.com/watch?v=sjkM1cm4Mqw,9,3,54,543054,-24,-0.024,543078,1.323363201,421494,1.288402682,,0.7434,3.046668941,34.3511,46.2071,227.2875,5.28788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇩🇰,Bloopy,0,1,9:03.208,9:03.208,09 Mar 2024,850,(V),327741930004183264,,,https://www.speedrun.com/mc/runs/zq8w755z,9,3,208,543208,0,0,543208,1.323738483,421494,1.288768049,,0.6538,3.052523262,30.1380,46.0987,226.1656,5.30018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Jamyreaf,0,1,9:03.026,9:03.450,22 Dec 2023,928,(V),5419460951497660528,,,https://www.speedrun.com/mc/runs/zne212vz,9,3,450,543450,424,0.424,543026,1.32432821,446254,1.21780421,,0.6288,2.086151179,41.6831,66.2937,224.4076,5.31956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Aquacorde,0,0,9:03.483,9:03.483,15 Jul 2025,357,(U),3586604150107286256,,,https://www.youtube.com/watch?v=HlKgDCEfr1M,9,3,483,543483,0,0,543483,1.324408628,410359,1.324408628,,0.8365,3.67374872,29.7989,35.6223,224.1683,5.32220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇿🇦,Airpodsz,0,0,9:03.899,9:03.899,15 Apr 2026,83,(U),-5695150729901952096,,,https://www.youtube.com/watch?v=cX83xI84c9s&list=PLjW0OIc7zcEcCMM5essHmBGzf92S0FzKi&index=43,9,3,899,543899,0,0,543899,1.325422374,410359,1.325422374,,0.9593,3.69294101,33.8945,35.3307,221.1619,5.35567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇸🇪,PAPLERR,0,0,9:03.570,9:04.165,30 Jun 2024,737,(U),unknown,,,https://www.youtube.com/watch?v=Zd5UiZbhb2w,9,4,165,544165,595,0.595,543570,1.326070587,421494,1.291038544,,0.6918,3.089127653,31.4237,45.4250,219.2491,5.37717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,8:58.672,9:04.680,20 Oct 2023,991,(U),5170768254742346902,,,https://www.youtube.com/watch?v=nX477DDwCp4,9,4,680,544680,6008,6.008,538672,1.327325586,465828,1.169272779,,0.6093,1.594104174,47.4834,77.9355,215.5670,5.41902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:03.846,9:05.167,01 Dec 2023,949,(U),5228422525265565557,,,https://www.youtube.com/watch?v=Qe_QUpUyPbc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=5,9,5,167,545167,1321,1.321,543846,1.328512351,465828,1.170318229,,0.6222,1.603480475,48.3507,77.7098,212.1114,5.45886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:03.653,9:05.189,03 Jul 2024,734,(U),-1944357644516820181,,,https://www.youtube.com/watch?v=2PrVhqKEWwk,9,5,189,545189,1536,1.536,543653,1.328565963,421494,1.293467997,,0.6928,3.128724843,30.9714,44.7041,211.9559,5.46067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇮🇱,orachi,0,1,8:57.600,9:05.256,25 Jun 2025,377,(U),-7552354587565645070,,,https://www.youtube.com/watch?v=udGViBe-s18,9,5,256,545256,7656,7.656,537600,1.328729235,410359,1.328729235,,0.8282,3.756162058,28.4766,34.3837,211.4826,5.46617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇦,Jay12310,0,0,9:05.451,9:05.451,16 Mar 2024,843,(U),see video,,,https://www.youtube.com/watch?v=ivDOaiqp9jM&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=2,9,5,451,545451,0,0,545451,1.329204428,421494,1.294089596,,0.6561,3.138928086,29.2077,44.5197,210.1081,5.48222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇨🇿,90Tom,0,1,9:01.644,9:05.616,03 Mar 2023,1222,(V),8054207278677261153,,,https://www.speedrun.com/mc/run/ydgnxwqy,9,5,616,545616,3972,3.972,541644,1.329606515,465828,1.171282104,,0.5428,1.612169795,42.0680,77.5008,208.9483,5.49583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,doogile,0,0,9:05.184,9:05.845,06 Nov 2023,974,(U),5873759299326194645,,,https://www.youtube.com/watch?v=5MtswX7IfB4,9,5,845,545845,661,0.661,545184,1.330164563,465828,1.171773702,,0.6145,1.616618093,47.5559,77.3938,207.3436,5.51477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:04.821,9:06.518,16 Oct 2024,629,(U),1509054890108880200,,,https://www.youtube.com/watch?v=o2BhtRPoBl8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=83,9,6,518,546518,1697,1.697,544821,1.331804591,421494,1.296621067,,0.7302,3.180785909,31.9580,43.7689,202.6613,5.57077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Feinberg,0,1,9:03.853,9:06.683,29 Aug 2022,1408,(U),8035153315721236887,,,https://www.youtube.com/watch?v=UbeZGrhbc4A,9,6,683,546683,2830,2.83,543853,1.332206678,517884,1.055608978,,0.4946,0.8302835723,47.2871,95.6061,201.5211,5.58457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇷🇺,aleen,0,1,9:06.179,9:06.732,06 May 2023,1157.458333,(V),4100897809495913321,,,https://www.speedrun.com/mc/run/y8693gdm,9,6,732,546732,553,0.553,546179,1.332326085,465828,1.173677838,,0.5606,1.63395399,43.1540,76.9769,201.1831,5.58868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Kruin,0,1,9:03.885,9:06.887,15 Oct 2023,996,(V),7290573103261113412,,,https://www.speedrun.com/mc/runs/m3knr56y,9,6,887,546887,3002,3.002,543885,1.332703803,465828,1.174010579,,0.6077,1.637000741,46.7378,76.9036,200.1157,5.60169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸,Reignex,0,0,9:07.014,9:07.014,06 Nov 2023,974,(U),Unknown,,,https://youtu.be/M7Q-8t9ktCs?si=MnwwCmv0kkfe0HjL,9,7,14,547014,0,0,547014,1.333013288,465828,1.174283212,,0.6145,1.639500976,47.2178,76.8435,199.2432,5.61236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.149,9:07.149,10 Oct 2024,635,(U),-1175900086044057204,,,https://www.youtube.com/watch?v=A-29KTnAD2I&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=82,9,7,149,547149,0,0,547149,1.333342269,421494,1.298118123,,0.7280,3.205771466,31.5393,43.3252,198.3177,5.62373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇳🇴,skycrab1,0,0,9:07.112,9:07.112,28 Apr 2025,435,(U),unknown,,,https://www.youtube.com/watch?v=o710MyvzZRc&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=117,9,7,112,547112,0,0,547112,1.333252104,421494,1.29803034,,0.8045,3.204301607,34.8772,43.3512,198.5711,5.62062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
